nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
P421,0,0,0,4,0,0,0,0,0,0,2,1,3,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P422,0,1,0,0,0,1,1,2,1,1,0,3,1,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P423,2,1,3,1,2,1,1,0,1,1,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P424,3,0,1,1,0,0,0,1,1,0,1,2,0,2,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P425,0,0,0,3,0,0,1,1,1,3,1,1,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P426,4,1,2,2,0,0,1,0,4,0,1,0,1,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P427,0,2,1,0,1,3,1,2,3,1,2,0,0,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P428,1,2,2,1,0,1,1,1,3,1,1,1,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P429,0,0,0,0,0,2,1,3,0,1,2,0,0,4,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P430,1,1,0,3,1,0,0,1,1,0,0,0,2,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P431,1,2,1,2,0,0,2,1,2,0,2,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P432,2,1,4,1,0,0,0,1,2,0,1,2,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P433,2,0,2,2,1,0,0,1,0,1,3,2,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P434,0,1,0,2,1,0,0,1,1,1,2,0,3,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P435,0,0,0,1,0,3,2,1,1,4,3,0,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P436,1,2,2,0,3,0,1,2,2,0,1,0,0,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P437,0,1,0,2,1,3,1,1,0,0,1,1,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P438,1,2,0,0,1,3,2,2,0,1,1,1,2,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P439,2,0,1,0,1,1,2,0,0,1,1,4,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P440,4,1,1,1,0,2,1,0,1,1,0,1,1,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P441,0,1,2,1,2,1,1,1,2,0,0,1,1,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P442,0,1,1,3,1,0,1,2,2,0,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P443,1,3,2,1,3,1,0,1,0,0,1,1,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P444,1,1,0,4,0,1,0,2,0,1,0,0,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P445,0,1,1,1,1,0,0,3,0,0,0,2,2,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P446,1,3,0,1,4,8,0,0,0,0,0,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P447,0,0,0,3,0,0,0,3,0,1,0,1,2,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P448,0,1,2,2,1,0,0,1,3,0,4,1,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P449,0,3,0,2,3,2,1,1,0,0,0,1,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P450,2,1,0,3,0,1,1,1,0,0,0,1,5,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P451,2,2,1,1,3,0,1,0,1,0,3,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P452,5,2,0,1,1,2,1,1,2,0,0,0,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P453,2,0,1,3,0,0,1,1,2,1,0,0,1,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P454,1,2,1,0,0,2,1,1,2,0,2,2,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P455,1,1,1,2,2,2,1,1,0,1,0,2,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P456,0,1,1,3,0,0,1,0,1,0,0,1,3,1,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P457,0,2,3,1,2,0,1,1,2,1,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P458,1,0,2,0,1,0,1,0,2,1,4,1,0,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P459,0,1,0,2,1,0,0,2,1,1,0,1,1,0,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P460,2,0,0,2,1,0,1,0,1,1,0,2,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P461,6,0,0,4,1,0,0,0,2,0,0,0,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P462,1,3,1,1,2,2,0,2,2,0,2,0,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P463,0,1,1,2,1,0,1,1,2,1,2,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P464,0,1,1,1,1,0,0,1,0,0,6,0,0,1,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P465,1,2,1,0,2,1,0,3,0,1,0,0,2,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P466,0,2,0,1,0,1,2,1,1,1,1,1,2,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P467,0,0,2,0,0,1,2,1,1,3,1,3,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P468,0,2,0,1,3,6,1,2,0,0,0,0,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P469,2,2,0,1,1,1,1,0,0,1,2,2,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P470,0,0,1,0,0,0,0,1,1,2,6,2,0,0,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P471,1,1,2,1,0,1,1,2,2,1,1,0,3,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P472,1,0,2,2,2,0,1,1,2,1,1,1,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P473,0,2,1,0,2,1,1,2,0,0,2,3,0,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P474,0,2,0,1,1,0,1,0,0,0,0,2,2,0,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P475,0,1,0,1,0,1,4,0,2,1,3,2,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P476,2,2,0,2,0,1,0,3,1,0,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P477,0,2,3,0,1,0,2,1,4,1,1,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P478,2,1,0,3,1,1,2,0,0,1,1,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P479,0,0,2,0,0,0,1,2,2,2,2,1,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P480,2,0,1,3,0,0,0,1,2,1,1,0,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P481,0,0,1,1,0,1,2,1,2,1,3,1,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P482,1,1,1,3,0,0,0,2,1,0,1,1,4,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P483,0,0,3,1,2,0,0,0,1,1,4,2,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P484,0,1,0,0,0,4,2,4,1,1,0,0,2,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P485,2,2,2,1,2,2,1,0,1,0,1,2,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P486,2,1,1,3,0,0,2,0,1,0,0,1,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P487,0,0,1,2,0,0,0,1,0,0,0,2,3,1,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P488,0,0,0,1,0,0,0,0,0,0,4,1,1,0,3,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P489,1,1,0,1,3,2,1,1,0,1,0,1,0,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P490,0,1,1,1,1,0,0,1,0,0,2,4,1,1,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P491,4,0,0,3,0,1,1,0,2,0,1,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P492,1,1,2,0,0,0,2,0,1,1,4,3,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P493,0,1,0,1,0,7,0,3,0,1,0,0,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P494,2,0,0,2,1,0,0,0,0,0,1,3,1,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P495,0,1,1,1,2,0,1,3,0,3,1,1,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,0,0,0,0,0,1,0,7,0,0,0,0,0,6,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,0,3,0,1,0,0,1,4,0,1,0,0,4,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,2,0,0,2,1,0,2,1,0,2,0,1,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,1,1,2,1,0,0,2,1,2,0,1,1,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,1,2,0,2,1,2,1,2,2,0,1,0,2,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,1,1,1,1,1,2,2,0,1,0,1,3,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,1,1,1,1,1,0,3,0,1,1,1,1,1,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0,1,0,3,1,1,0,1,0,0,0,1,3,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,2,1,2,0,0,1,2,2,1,2,1,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,3,0,1,1,1,1,0,1,0,3,3,1,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,2,1,0,1,0,1,1,1,0,1,2,2,3,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,1,0,1,3,1,2,2,0,1,1,1,1,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,2,0,1,0,0,0,0,2,1,1,0,1,1,0,2,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,1,0,0,3,1,0,0,0,1,0,0,2,1,1,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,0,0,0,1,1,1,3,0,0,2,0,1,0,3,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,3,0,0,1,0,0,0,2,0,1,0,3,2,1,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,1,0,0,2,0,1,0,2,0,0,0,1,3,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,0,1,1,5,1,0,0,0,2,0,0,0,2,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0,0,1,0,0,3,1,2,0,1,0,0,0,2,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0,1,0,2,1,0,1,0,1,1,1,2,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0,1,1,2,2,1,1,1,1,0,0,1,2,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,1,0,1,2,3,0,0,0,0,0,0,1,1,3,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,0,0,1,1,1,0,0,1,0,0,2,4,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,0,1,0,1,1,2,1,2,0,1,0,1,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0,0,0,2,1,0,2,1,1,1,0,1,1,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,2,0,2,3,1,0,0,0,0,1,1,2,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,1,2,1,2,2,1,0,1,1,0,0,0,4,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,1,0,0,3,0,0,0,1,1,0,1,0,2,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,1,0,1,2,1,1,0,2,1,0,0,0,1,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,2,1,0,3,1,0,1,0,2,1,2,1,0,0,4,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,0,0,0,1,0,0,1,2,0,0,0,1,1,2,1,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,2,1,0,0,0,3,2,2,0,1,0,2,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,2,1,1,1,0,0,0,0,0,1,2,1,3,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,0,0,2,2,0,0,1,0,2,1,2,2,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,1,1,0,3,3,0,0,2,0,0,0,0,1,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,2,1,0,3,0,0,1,0,1,0,1,1,2,0,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,0,0,0,1,1,1,0,2,1,0,2,1,0,2,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0,0,0,0,0,0,1,5,1,0,0,1,0,6,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,1,0,0,4,1,0,0,0,1,1,1,1,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,4,1,0,0,0,0,2,0,1,0,0,2,2,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0,1,2,1,1,0,0,0,1,0,3,2,2,0,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,4,1,1,2,0,0,0,1,1,0,0,1,4,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,1,1,2,1,2,0,1,2,0,1,0,1,1,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,12,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,2,1,1,1,0,0,3,1,1,2,0,1,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0,0,2,0,0,0,1,1,1,0,2,4,2,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0,1,1,0,1,1,1,1,1,0,2,4,0,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0,2,0,1,0,1,2,1,1,1,2,2,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,1,0,1,2,0,0,2,1,3,0,2,0,0,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,0,1,1,0,0,2,0,3,0,1,0,2,2,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,0,1,1,0,0,0,0,1,2,0,1,2,1,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,1,1,2,1,0,0,1,0,1,0,2,4,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,0,3,0,0,1,3,1,1,0,0,0,2,2,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,0,0,1,1,2,0,1,1,0,3,1,2,0,1,5,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0,3,0,1,3,1,0,2,0,0,0,1,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0,1,2,2,0,0,2,0,2,1,1,2,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,2,0,2,4,2,0,0,0,2,1,0,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,1,2,1,1,0,2,0,3,1,0,0,0,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,0,1,2,0,1,0,1,1,2,0,1,3,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,1,0,2,2,2,0,1,0,2,1,0,1,0,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,1,1,1,0,0,1,2,1,2,3,2,1,0,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,1,1,1,2,0,0,2,0,2,1,2,2,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,4,0,2,0,0,0,1,0,0,1,4,2,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0,1,2,0,0,1,0,2,2,1,1,2,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,0,0,3,2,0,0,2,0,1,1,2,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,1,1,0,2,2,2,0,2,0,0,0,0,2,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,0,1,1,0,1,2,0,2,0,1,0,3,1,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,0,1,0,1,1,1,0,2,0,0,0,1,1,2,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,0,2,0,3,4,1,0,0,0,1,0,1,3,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,3,0,1,0,2,1,2,2,0,2,0,1,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,2,0,0,0,0,0,0,0,0,0,7,3,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,2,1,4,0,1,1,0,0,3,0,1,1,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,6,1,1,2,2,0,0,0,1,0,1,0,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,1,4,1,1,3,0,1,0,2,0,1,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0,1,0,1,1,2,1,4,0,1,1,0,0,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,2,0,1,2,2,0,2,0,2,1,0,0,0,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0,0,0,0,1,2,0,3,0,1,0,2,0,3,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,1,2,0,2,1,1,0,2,0,0,0,0,2,1,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,1,1,1,2,3,1,0,1,1,1,0,0,0,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0,0,1,3,1,1,0,1,1,0,0,0,2,2,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,1,1,1,2,4,1,0,1,0,1,0,1,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,0,1,2,2,1,5,0,2,1,1,0,0,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0,0,2,2,1,0,0,0,1,1,2,2,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0,1,1,1,1,1,1,3,1,0,1,1,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,3,0,1,2,1,1,0,1,2,2,2,0,0,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,1,1,1,2,1,0,0,1,1,0,1,1,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0,2,0,2,2,0,0,1,1,1,1,1,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,2,1,2,1,1,0,1,1,1,1,0,2,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,2,0,0,3,0,0,3,0,0,1,2,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,1,1,1,2,3,0,0,1,2,0,0,1,0,4,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0,0,0,2,0,0,0,1,1,0,0,3,1,2,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,0,0,0,3,0,0,1,0,1,1,1,1,2,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,0,0,1,1,2,3,0,2,0,1,1,1,0,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,1,2,0,1,3,1,1,1,2,2,0,0,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,4,3,1,1,2,0,1,1,2,0,0,0,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,4,3,1,3,1,1,0,1,1,0,0,0,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,3,5,0,1,5,0,0,1,1,1,0,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,7,0,0,3,1,1,0,0,0,1,0,0,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,5,0,4,2,0,0,0,0,4,0,0,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,6,0,1,2,0,0,0,0,1,0,0,2,3,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,2,2,3,1,1,1,2,0,2,0,1,1,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,0,1,1,2,1,0,0,1,3,1,2,0,0,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,5,1,3,1,0,0,0,1,1,0,0,1,3,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,1,0,3,0,0,0,1,1,2,2,5,1,1,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,2,1,1,2,0,0,0,1,3,0,1,1,1,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,1,1,1,2,0,0,1,0,1,0,2,2,2,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,3,0,3,3,0,0,0,0,3,0,0,1,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,1,1,0,1,0,0,0,1,1,0,1,2,2,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0,2,0,2,0,0,1,2,0,0,1,1,4,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,0,1,0,0,0,0,1,1,1,0,2,2,2,1,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,0,2,0,2,1,0,1,1,0,0,0,2,2,2,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,4,4,0,0,1,0,1,2,2,1,0,0,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,0,1,1,2,1,0,1,0,0,2,2,1,3,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0,1,1,1,0,2,1,3,1,1,0,1,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,0,1,0,2,1,0,0,0,1,0,2,3,0,0,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,4,0,1,1,0,0,0,0,0,0,1,2,1,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,0,2,0,1,1,4,0,3,0,1,1,1,2,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,0,1,0,1,1,3,2,1,1,0,0,1,1,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,1,1,0,0,0,5,1,3,0,0,0,1,0,4,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,1,1,2,1,1,0,2,0,1,1,1,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,1,1,1,2,1,0,1,0,2,0,0,3,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,1,2,0,2,0,1,0,3,1,0,0,0,3,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,2,1,0,1,0,0,1,3,0,0,0,2,1,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,0,1,0,4,1,0,0,0,2,0,0,0,1,1,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,2,1,0,2,0,0,1,2,1,1,1,1,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,1,0,1,1,0,0,0,1,1,1,1,1,1,0,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,0,0,1,2,1,0,1,2,0,1,0,1,2,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,2,0,2,4,1,0,0,0,1,1,0,0,5,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,1,0,2,1,0,0,0,1,2,0,0,3,0,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,1,1,0,2,0,0,0,4,0,1,0,1,2,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,2,0,2,0,0,0,0,2,1,0,2,2,1,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,2,0,1,0,0,0,0,4,0,1,0,1,2,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,3,0,3,0,0,1,1,0,0,1,1,3,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,1,4,0,0,3,3,1,2,1,0,0,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,2,0,3,2,0,0,1,0,2,0,3,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,0,0,0,1,1,6,1,2,0,1,0,0,0,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
