nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
P271,0.019,0.019,0.0,0.019,0.038,0.038,0.038,0.019,0.0,0.057,0.019,0.019,0.0,0.038,0.038,0.019,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,0.0,0.02,0.0,0.02,0.02,0.02,0.04,0.04,0.0,0.061,0.04,0.02,0.02,0.02,0.04,0.04,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0.0,0.0,0.019,0.019,0.0,0.038,0.038,0.0,0.0,0.038,0.096,0.038,0.038,0.0,0.038,0.019,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0.0,0.041,0.0,0.0,0.0,0.041,0.0,0.104,0.0,0.0,0.0,0.0,0.041,0.062,0.0,0.125,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,0.02,0.02,0.0,0.041,0.0,0.082,0.02,0.041,0.0,0.0,0.0,0.02,0.061,0.061,0.0,0.041,0.587,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0.014,0.029,0.059,0.014,0.059,0.029,0.0,0.0,0.014,0.014,0.014,0.014,0.014,0.014,0.0,0.0,0.704,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0.033,0.033,0.016,0.016,0.016,0.0,0.033,0.033,0.016,0.016,0.016,0.016,0.049,0.016,0.0,0.016,0.667,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,0.0,0.034,0.0,0.0,0.0,0.085,0.017,0.034,0.034,0.017,0.034,0.0,0.0,0.017,0.034,0.034,0.659,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,0.037,0.018,0.0,0.037,0.018,0.018,0.037,0.056,0.0,0.037,0.0,0.0,0.037,0.056,0.0,0.018,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,0.036,0.0,0.0,0.091,0.018,0.018,0.0,0.0,0.018,0.0,0.0,0.018,0.073,0.018,0.018,0.055,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,0.032,0.032,0.016,0.016,0.048,0.016,0.016,0.032,0.016,0.016,0.0,0.016,0.016,0.032,0.016,0.0,0.673,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,0.0,0.0,0.038,0.038,0.038,0.057,0.0,0.0,0.019,0.019,0.038,0.057,0.019,0.019,0.038,0.0,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0.018,0.054,0.0,0.018,0.018,0.018,0.036,0.018,0.018,0.0,0.054,0.036,0.018,0.018,0.036,0.0,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,0.033,0.05,0.0,0.033,0.033,0.033,0.05,0.0,0.016,0.0,0.0,0.016,0.033,0.016,0.0,0.016,0.664,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0.017,0.017,0.035,0.035,0.017,0.0,0.017,0.017,0.0,0.0,0.0,0.071,0.071,0.035,0.017,0.0,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0.069,0.034,0.017,0.034,0.034,0.017,0.017,0.0,0.017,0.017,0.0,0.0,0.034,0.0,0.0,0.051,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,0.021,0.021,0.0,0.065,0.043,0.0,0.0,0.043,0.0,0.0,0.021,0.043,0.043,0.065,0.043,0.021,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,0.0,0.0,0.0,0.021,0.0,0.065,0.021,0.043,0.0,0.021,0.021,0.043,0.021,0.065,0.043,0.065,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0.025,0.0,0.051,0.012,0.012,0.025,0.025,0.0,0.038,0.025,0.025,0.0,0.0,0.012,0.0,0.0,0.743,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,0.0,0.055,0.0,0.037,0.037,0.055,0.018,0.0,0.018,0.0,0.0,0.018,0.037,0.0,0.018,0.074,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0.019,0.019,0.0,0.019,0.019,0.019,0.0,0.059,0.0,0.019,0.0,0.019,0.019,0.039,0.019,0.118,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,0.031,0.0,0.047,0.031,0.015,0.0,0.015,0.015,0.015,0.031,0.015,0.015,0.031,0.015,0.015,0.015,0.681,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,0.0,0.0,0.036,0.018,0.018,0.11,0.018,0.018,0.018,0.0,0.018,0.036,0.018,0.036,0.0,0.018,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,0.0,0.016,0.049,0.0,0.066,0.049,0.033,0.016,0.0,0.066,0.016,0.0,0.0,0.016,0.0,0.0,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,0.0,0.034,0.034,0.017,0.051,0.034,0.017,0.034,0.0,0.034,0.017,0.017,0.034,0.017,0.0,0.0,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,0.016,0.016,0.016,0.016,0.0,0.033,0.0,0.049,0.016,0.033,0.033,0.0,0.016,0.016,0.033,0.033,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,0.0,0.017,0.034,0.034,0.017,0.0,0.034,0.0,0.017,0.017,0.017,0.051,0.034,0.017,0.017,0.034,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0.0,0.0,0.019,0.019,0.0,0.0,0.019,0.038,0.0,0.038,0.019,0.076,0.019,0.019,0.076,0.038,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0.017,0.0,0.0,0.051,0.017,0.0,0.034,0.0,0.017,0.034,0.034,0.017,0.0,0.034,0.034,0.051,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,0.015,0.015,0.031,0.0,0.015,0.0,0.047,0.0,0.031,0.015,0.031,0.031,0.0,0.031,0.0,0.047,0.684,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0.035,0.035,0.0,0.0,0.0,0.017,0.017,0.053,0.0,0.017,0.0,0.035,0.035,0.017,0.035,0.053,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,0.06,0.02,0.02,0.02,0.06,0.02,0.02,0.0,0.0,0.02,0.08,0.04,0.0,0.02,0.02,0.0,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,0.017,0.017,0.034,0.0,0.0,0.0,0.034,0.017,0.017,0.017,0.052,0.069,0.034,0.0,0.034,0.0,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,0.018,0.054,0.0,0.018,0.018,0.0,0.0,0.054,0.018,0.0,0.018,0.036,0.054,0.018,0.054,0.0,0.638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0.08,0.04,0.0,0.02,0.04,0.02,0.0,0.02,0.02,0.0,0.04,0.02,0.02,0.0,0.04,0.04,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,0.0,0.0,0.023,0.0,0.023,0.023,0.023,0.0,0.0,0.0,0.187,0.093,0.0,0.046,0.046,0.0,0.53,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,0.0,0.018,0.0,0.018,0.018,0.037,0.018,0.037,0.018,0.0,0.018,0.037,0.0,0.037,0.037,0.075,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0.045,0.015,0.03,0.015,0.015,0.0,0.0,0.03,0.03,0.015,0.03,0.015,0.03,0.015,0.015,0.0,0.696,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,0.018,0.037,0.018,0.037,0.037,0.037,0.018,0.0,0.0,0.018,0.037,0.018,0.056,0.018,0.0,0.018,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0.04,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.061,0.02,0.02,0.04,0.081,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,0.045,0.022,0.0,0.045,0.045,0.091,0.022,0.022,0.0,0.045,0.0,0.0,0.022,0.022,0.022,0.045,0.544,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,0.0,0.0,0.016,0.0,0.0,0.033,0.033,0.016,0.016,0.033,0.033,0.033,0.0,0.033,0.033,0.05,0.666,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,0.017,0.035,0.035,0.017,0.035,0.035,0.0,0.017,0.0,0.035,0.017,0.017,0.052,0.0,0.0,0.035,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,0.092,0.037,0.037,0.018,0.037,0.0,0.0,0.0,0.0,0.0,0.037,0.037,0.055,0.0,0.0,0.018,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P315,0.0,0.039,0.019,0.019,0.039,0.0,0.059,0.019,0.0,0.059,0.059,0.019,0.019,0.039,0.0,0.0,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P316,0.055,0.018,0.018,0.0,0.0,0.037,0.018,0.037,0.018,0.037,0.0,0.018,0.018,0.0,0.055,0.037,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P317,0.0,0.0,0.022,0.022,0.022,0.157,0.022,0.045,0.0,0.022,0.0,0.022,0.022,0.067,0.0,0.022,0.548,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P318,0.0,0.023,0.0,0.0,0.0,0.069,0.0,0.046,0.0,0.0,0.092,0.046,0.023,0.046,0.046,0.069,0.538,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P319,0.0,0.016,0.016,0.0,0.016,0.016,0.016,0.033,0.016,0.05,0.033,0.016,0.0,0.016,0.05,0.033,0.66,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P320,0.0,0.041,0.0,0.02,0.02,0.082,0.0,0.041,0.02,0.0,0.02,0.02,0.041,0.02,0.041,0.041,0.586,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P321,0.0,0.0,0.0,0.038,0.019,0.038,0.0,0.019,0.0,0.019,0.019,0.057,0.0,0.019,0.076,0.076,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P322,0.017,0.0,0.034,0.017,0.017,0.0,0.0,0.034,0.017,0.034,0.034,0.034,0.017,0.034,0.052,0.0,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P323,0.018,0.018,0.0,0.018,0.018,0.037,0.037,0.056,0.018,0.037,0.0,0.018,0.0,0.056,0.037,0.0,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P324,0.074,0.024,0.0,0.024,0.024,0.0,0.0,0.024,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.199,0.501,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P325,0.0,0.0,0.036,0.018,0.0,0.0,0.0,0.036,0.0,0.018,0.036,0.072,0.054,0.018,0.036,0.036,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P326,0.094,0.056,0.0,0.018,0.037,0.037,0.0,0.0,0.0,0.0,0.0,0.018,0.037,0.0,0.018,0.056,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P327,0.019,0.019,0.0,0.019,0.0,0.058,0.019,0.019,0.0,0.0,0.019,0.058,0.019,0.039,0.039,0.058,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P328,0.036,0.018,0.018,0.054,0.091,0.036,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.036,0.018,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P329,0.022,0.0,0.0,0.068,0.022,0.068,0.0,0.022,0.0,0.022,0.0,0.045,0.045,0.0,0.068,0.068,0.54,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P330,0.055,0.018,0.018,0.036,0.018,0.018,0.0,0.018,0.0,0.018,0.018,0.018,0.055,0.0,0.018,0.055,0.63,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P331,0.034,0.034,0.017,0.017,0.034,0.017,0.017,0.0,0.034,0.0,0.069,0.017,0.0,0.017,0.017,0.017,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P332,0.017,0.034,0.017,0.017,0.034,0.017,0.051,0.0,0.0,0.034,0.068,0.017,0.017,0.017,0.0,0.0,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P333,0.038,0.019,0.019,0.019,0.019,0.019,0.019,0.057,0.0,0.038,0.019,0.019,0.038,0.038,0.019,0.0,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P334,0.038,0.038,0.038,0.0,0.057,0.077,0.019,0.0,0.0,0.019,0.0,0.038,0.019,0.0,0.019,0.019,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P335,0.0,0.018,0.018,0.036,0.018,0.0,0.055,0.0,0.018,0.036,0.0,0.055,0.036,0.0,0.055,0.018,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P336,0.017,0.017,0.017,0.017,0.0,0.017,0.017,0.017,0.035,0.0,0.035,0.035,0.017,0.017,0.053,0.035,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P337,0.0,0.019,0.0,0.019,0.0,0.019,0.077,0.038,0.0,0.038,0.0,0.038,0.038,0.077,0.0,0.019,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P338,0.0,0.0,0.022,0.044,0.022,0.022,0.022,0.022,0.0,0.0,0.022,0.044,0.044,0.067,0.022,0.089,0.551,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P339,0.018,0.054,0.018,0.0,0.072,0.09,0.018,0.0,0.018,0.018,0.0,0.018,0.0,0.018,0.0,0.018,0.638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P340,0.0,0.0,0.021,0.021,0.042,0.106,0.042,0.021,0.0,0.042,0.021,0.021,0.0,0.042,0.0,0.042,0.573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P341,0.043,0.021,0.021,0.021,0.021,0.065,0.021,0.043,0.0,0.021,0.0,0.043,0.021,0.043,0.043,0.0,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P342,0.0,0.0,0.0,0.093,0.018,0.0,0.018,0.018,0.018,0.018,0.0,0.0,0.056,0.056,0.018,0.056,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P343,0.0,0.017,0.035,0.035,0.071,0.071,0.0,0.0,0.0,0.071,0.0,0.0,0.017,0.0,0.017,0.017,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P344,0.0,0.019,0.0,0.019,0.019,0.0,0.019,0.0,0.019,0.039,0.039,0.079,0.0,0.0,0.119,0.019,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P345,0.06,0.0,0.03,0.03,0.0,0.03,0.045,0.0,0.045,0.03,0.0,0.0,0.015,0.015,0.0,0.0,0.695,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P346,0.035,0.035,0.017,0.035,0.035,0.017,0.035,0.0,0.017,0.017,0.0,0.017,0.053,0.017,0.0,0.017,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P347,0.0,0.0,0.035,0.0,0.0,0.0,0.017,0.035,0.017,0.035,0.035,0.071,0.035,0.017,0.053,0.0,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P348,0.0,0.018,0.0,0.072,0.0,0.0,0.036,0.018,0.018,0.018,0.018,0.0,0.09,0.018,0.0,0.054,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P349,0.063,0.021,0.021,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.063,0.021,0.021,0.084,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P350,0.03,0.0,0.045,0.0,0.0,0.015,0.03,0.0,0.03,0.03,0.061,0.03,0.03,0.0,0.0,0.0,0.693,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P351,0.018,0.018,0.0,0.055,0.018,0.018,0.018,0.0,0.018,0.018,0.055,0.036,0.055,0.0,0.036,0.0,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.192,0.137,0.449,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P353,0.018,0.018,0.0,0.0,0.018,0.018,0.018,0.056,0.0,0.074,0.056,0.0,0.0,0.0,0.037,0.056,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P354,0.0,0.025,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.051,0.103,0.051,0.0,0.051,0.18,0.484,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P355,0.0,0.0,0.017,0.035,0.035,0.017,0.017,0.053,0.017,0.017,0.017,0.0,0.0,0.088,0.0,0.035,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P356,0.0,0.0,0.0,0.067,0.022,0.0,0.0,0.067,0.0,0.022,0.0,0.0,0.022,0.067,0.022,0.158,0.546,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P357,0.016,0.016,0.016,0.0,0.033,0.016,0.049,0.016,0.0,0.049,0.066,0.016,0.0,0.016,0.0,0.016,0.669,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P358,0.016,0.032,0.016,0.0,0.0,0.032,0.016,0.049,0.0,0.016,0.016,0.032,0.032,0.016,0.032,0.016,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P359,0.078,0.0,0.0,0.039,0.019,0.019,0.019,0.019,0.019,0.019,0.039,0.019,0.019,0.019,0.039,0.019,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P360,0.018,0.018,0.018,0.0,0.018,0.055,0.036,0.018,0.0,0.036,0.018,0.036,0.0,0.018,0.018,0.055,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P361,0.0,0.036,0.036,0.0,0.054,0.072,0.0,0.018,0.0,0.018,0.036,0.018,0.036,0.0,0.0,0.036,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P362,0.017,0.034,0.017,0.034,0.017,0.0,0.017,0.034,0.017,0.0,0.017,0.0,0.052,0.034,0.0,0.052,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P363,0.0,0.058,0.0,0.0,0.039,0.058,0.039,0.058,0.0,0.058,0.019,0.0,0.019,0.019,0.019,0.0,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P364,0.022,0.022,0.0,0.022,0.0,0.088,0.0,0.044,0.0,0.022,0.022,0.022,0.044,0.022,0.022,0.088,0.556,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P365,0.056,0.037,0.0,0.037,0.018,0.0,0.056,0.018,0.018,0.0,0.0,0.037,0.018,0.056,0.018,0.0,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P366,0.0,0.018,0.018,0.036,0.0,0.0,0.055,0.018,0.018,0.036,0.0,0.055,0.055,0.036,0.018,0.0,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P367,0.0,0.056,0.0,0.037,0.056,0.0,0.018,0.056,0.0,0.018,0.0,0.018,0.056,0.056,0.0,0.0,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P368,0.05,0.016,0.05,0.016,0.033,0.016,0.0,0.016,0.0,0.0,0.016,0.05,0.05,0.016,0.0,0.0,0.666,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P369,0.0,0.018,0.018,0.075,0.037,0.0,0.0,0.018,0.0,0.037,0.018,0.018,0.056,0.0,0.037,0.037,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P370,0.036,0.0,0.018,0.036,0.0,0.0,0.0,0.018,0.018,0.018,0.054,0.036,0.054,0.0,0.036,0.036,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P371,0.022,0.0,0.022,0.0,0.0,0.045,0.0,0.045,0.0,0.022,0.0,0.045,0.0,0.022,0.045,0.181,0.545,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P372,0.0,0.02,0.0,0.02,0.02,0.02,0.04,0.06,0.0,0.04,0.02,0.0,0.02,0.06,0.02,0.06,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P373,0.0,0.038,0.0,0.019,0.019,0.134,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.019,0.019,0.038,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P374,0.018,0.0,0.036,0.036,0.036,0.0,0.036,0.0,0.0,0.054,0.0,0.036,0.018,0.018,0.036,0.036,0.638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P375,0.02,0.02,0.0,0.0,0.0,0.062,0.02,0.062,0.0,0.0,0.0,0.02,0.041,0.041,0.0,0.125,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P376,0.0,0.034,0.034,0.0,0.017,0.0,0.034,0.017,0.0,0.034,0.017,0.052,0.034,0.0,0.034,0.034,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P377,0.02,0.02,0.02,0.02,0.04,0.081,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.081,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P378,0.031,0.031,0.015,0.015,0.0,0.015,0.046,0.015,0.015,0.015,0.031,0.015,0.031,0.015,0.0,0.015,0.686,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P379,0.0,0.021,0.0,0.021,0.043,0.021,0.043,0.021,0.0,0.021,0.021,0.043,0.0,0.065,0.021,0.087,0.561,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P380,0.03,0.0,0.015,0.015,0.0,0.0,0.015,0.015,0.045,0.03,0.045,0.0,0.0,0.0,0.045,0.045,0.696,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P381,0.033,0.049,0.016,0.033,0.033,0.016,0.0,0.033,0.016,0.0,0.016,0.0,0.049,0.016,0.0,0.016,0.667,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P382,0.0,0.038,0.0,0.019,0.019,0.038,0.019,0.057,0.0,0.019,0.019,0.038,0.038,0.038,0.038,0.0,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P383,0.046,0.03,0.03,0.015,0.03,0.0,0.015,0.015,0.015,0.015,0.03,0.015,0.015,0.015,0.0,0.015,0.691,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P384,0.018,0.0,0.037,0.0,0.0,0.037,0.037,0.037,0.0,0.055,0.018,0.037,0.037,0.018,0.018,0.018,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P385,0.022,0.0,0.0,0.0,0.0,0.022,0.022,0.045,0.0,0.0,0.022,0.067,0.022,0.045,0.045,0.135,0.548,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P386,0.058,0.0,0.019,0.019,0.039,0.019,0.039,0.019,0.0,0.019,0.0,0.039,0.019,0.058,0.0,0.039,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P387,0.0,0.0,0.021,0.042,0.0,0.15,0.021,0.021,0.0,0.042,0.0,0.021,0.042,0.021,0.021,0.021,0.571,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P388,0.079,0.047,0.031,0.015,0.063,0.0,0.0,0.0,0.015,0.0,0.0,0.015,0.031,0.015,0.0,0.0,0.68,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P389,0.057,0.019,0.019,0.076,0.019,0.0,0.019,0.019,0.0,0.019,0.0,0.0,0.076,0.019,0.0,0.038,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P390,0.096,0.038,0.019,0.019,0.057,0.038,0.019,0.0,0.0,0.019,0.0,0.019,0.038,0.019,0.0,0.0,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P391,0.0,0.052,0.017,0.017,0.069,0.052,0.052,0.0,0.017,0.052,0.0,0.0,0.0,0.017,0.0,0.0,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P392,0.0,0.0,0.052,0.0,0.017,0.017,0.0,0.035,0.0,0.017,0.017,0.052,0.035,0.017,0.017,0.07,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P393,0.017,0.017,0.0,0.017,0.0,0.0,0.017,0.052,0.0,0.052,0.017,0.017,0.035,0.017,0.035,0.052,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P394,0.019,0.0,0.038,0.0,0.0,0.057,0.019,0.038,0.0,0.057,0.038,0.019,0.019,0.0,0.019,0.057,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P395,0.019,0.039,0.019,0.019,0.039,0.0,0.0,0.059,0.0,0.0,0.039,0.019,0.039,0.039,0.019,0.039,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P396,0.056,0.037,0.0,0.018,0.018,0.0,0.037,0.018,0.018,0.0,0.018,0.037,0.018,0.037,0.018,0.037,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P397,0.0,0.034,0.017,0.0,0.017,0.051,0.0,0.051,0.0,0.034,0.017,0.017,0.034,0.017,0.034,0.017,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P398,0.0,0.0,0.038,0.0,0.019,0.0,0.038,0.038,0.0,0.019,0.019,0.077,0.019,0.077,0.019,0.019,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P399,0.019,0.019,0.019,0.019,0.039,0.019,0.0,0.039,0.0,0.0,0.019,0.059,0.039,0.039,0.039,0.019,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P400,0.0,0.057,0.0,0.0,0.019,0.0,0.057,0.019,0.038,0.0,0.0,0.057,0.0,0.019,0.038,0.077,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P401,0.0,0.075,0.015,0.0,0.06,0.045,0.015,0.015,0.015,0.015,0.0,0.0,0.015,0.015,0.0,0.015,0.698,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P402,0.04,0.06,0.0,0.04,0.04,0.04,0.02,0.04,0.0,0.02,0.0,0.0,0.06,0.02,0.0,0.02,0.593,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P403,0.019,0.057,0.019,0.0,0.077,0.057,0.0,0.019,0.0,0.0,0.0,0.019,0.019,0.038,0.0,0.057,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P404,0.042,0.042,0.0,0.021,0.021,0.021,0.021,0.042,0.0,0.0,0.0,0.042,0.021,0.042,0.021,0.084,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P405,0.0,0.018,0.0,0.018,0.037,0.056,0.018,0.018,0.0,0.018,0.056,0.018,0.0,0.037,0.037,0.037,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P406,0.018,0.018,0.0,0.037,0.0,0.074,0.037,0.018,0.0,0.037,0.018,0.018,0.056,0.018,0.0,0.018,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
