nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
N107,1,0,4,3,1,1,1,0,6,1,5,1,1,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,1,4,1,1,1,2,1,3,0,0,0,4,5,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0,2,1,0,0,3,6,2,2,4,3,2,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,2,1,0,4,3,2,2,0,1,2,1,3,1,1,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,5,4,0,2,1,1,1,3,0,0,1,2,3,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,4,4,0,0,3,5,0,3,1,1,1,0,0,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,2,2,1,1,2,2,1,4,2,2,2,0,0,4,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,2,4,3,0,2,2,2,0,4,0,2,3,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,2,3,1,1,1,1,3,2,3,2,0,1,1,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,4,4,1,1,5,1,1,1,1,1,2,1,0,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,4,3,1,2,4,2,2,1,4,2,0,0,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,3,2,3,2,5,1,0,1,1,3,1,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,4,2,1,3,1,0,0,1,3,0,1,2,3,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,2,2,0,2,0,2,1,3,4,0,2,0,1,2,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,0,1,2,1,2,0,1,1,2,1,2,3,2,2,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,0,2,2,1,1,0,0,3,2,0,6,3,2,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,1,1,1,2,1,3,2,1,0,2,2,1,4,1,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,3,6,0,2,7,1,1,0,2,1,1,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,3,0,3,2,2,0,1,1,1,1,0,3,2,3,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,2,2,0,5,6,4,0,0,0,1,1,1,1,2,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,4,1,3,3,2,0,1,1,4,1,1,1,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,7,2,1,3,1,1,1,0,3,0,2,2,3,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,2,3,2,1,3,2,0,2,1,3,2,1,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,4,1,1,1,2,0,0,3,0,0,2,2,2,3,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,2,2,1,1,1,2,1,3,2,1,1,1,1,2,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,2,2,0,1,1,1,1,4,1,2,2,2,0,3,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,4,2,2,4,2,2,0,2,2,0,1,0,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,4,3,2,1,1,0,2,1,4,0,2,3,1,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,8,2,1,2,2,1,2,0,2,1,3,1,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,3,2,1,3,1,2,0,2,4,0,0,1,1,2,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,2,1,1,2,0,0,2,5,1,4,0,1,2,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,1,3,1,2,1,3,1,4,0,2,0,0,5,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,7,3,1,2,1,3,1,3,2,0,0,0,3,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,5,3,1,3,2,2,1,2,1,0,2,0,4,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,4,0,1,6,1,0,0,2,2,1,0,0,5,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,4,1,1,2,0,0,0,3,1,0,0,1,3,1,1,10,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,3,1,1,1,1,2,0,6,1,1,0,1,1,5,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,0,0,2,2,1,0,0,1,0,1,3,4,3,2,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,0,2,1,1,1,0,1,4,1,2,2,3,2,2,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,1,0,0,3,0,1,1,1,0,0,0,3,3,3,1,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,4,2,1,5,3,1,1,0,2,2,1,0,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,1,1,2,1,1,4,1,2,1,2,1,2,2,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,2,1,0,4,2,3,1,3,1,0,1,0,2,5,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,4,2,0,4,2,1,2,1,3,0,2,0,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,7,0,1,6,0,0,0,1,2,1,1,0,5,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,4,1,1,2,1,0,0,2,2,1,3,2,2,1,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,4,0,2,2,0,0,0,1,3,1,2,2,3,0,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,5,0,3,3,1,1,1,0,3,1,1,1,2,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,9,4,1,4,4,0,0,0,2,0,1,0,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,4,0,3,4,2,0,2,0,3,1,2,1,3,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,5,0,4,4,2,0,1,0,1,2,0,2,5,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,6,0,2,4,2,0,0,1,1,1,1,1,3,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,9,1,1,3,1,0,1,0,3,0,3,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,6,2,1,4,0,0,1,2,2,0,0,1,4,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,6,3,1,2,3,1,1,0,3,0,3,1,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,2,3,1,4,1,4,2,0,0,1,0,1,5,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,5,1,3,2,3,1,1,2,1,1,1,1,3,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,2,2,4,2,4,1,1,1,2,3,1,1,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,1,1,2,2,3,0,2,1,1,4,2,1,0,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,0,0,4,2,3,0,1,0,4,2,5,0,0,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,3,1,1,1,1,2,1,3,1,0,0,3,2,4,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,0,2,2,0,2,0,2,2,1,3,4,1,2,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,0,3,1,2,1,2,4,1,4,1,3,1,1,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,3,2,0,4,2,2,2,2,1,2,0,0,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,0,2,1,1,3,1,1,5,0,3,1,2,1,5,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,1,1,0,2,0,0,0,2,1,0,3,3,2,2,4,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,3,1,2,2,2,1,2,3,3,2,2,0,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,3,1,1,4,3,2,0,1,0,1,1,1,3,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,5,3,2,3,3,2,1,0,2,0,1,1,4,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,4,0,1,2,0,1,1,1,1,0,3,3,1,2,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,3,3,1,0,2,1,1,4,1,1,0,1,1,3,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,4,1,1,3,3,3,1,1,2,0,1,1,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,2,1,0,4,0,0,2,1,1,0,0,2,3,2,2,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,1,2,2,2,1,0,4,1,2,1,3,3,3,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,3,1,1,2,1,0,2,2,2,1,1,2,2,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,0,2,3,0,1,0,3,3,2,3,2,2,2,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,3,3,2,1,4,2,2,1,0,1,0,2,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,5,0,2,4,0,0,0,0,3,0,0,2,4,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,1,1,3,2,4,1,2,1,0,2,1,3,2,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,0,0,1,1,1,5,4,3,0,3,1,2,2,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0,0,2,1,0,1,2,3,3,1,2,2,1,3,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,4,1,3,1,1,0,2,3,3,2,0,1,2,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,7,0,3,3,1,0,1,0,2,1,0,2,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,3,2,0,3,4,1,0,1,1,0,1,1,2,3,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,6,1,2,2,2,0,1,1,2,2,2,1,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,2,2,1,1,2,4,0,2,0,1,1,2,2,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,3,1,2,5,2,0,0,1,3,2,0,0,3,0,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,0,1,0,1,1,2,3,5,0,2,0,1,1,5,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,6,4,1,1,1,3,1,3,0,0,1,1,3,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,3,3,2,4,2,0,0,2,3,1,0,0,5,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,1,0,0,2,1,2,2,2,0,4,4,3,2,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,2,2,1,1,3,3,2,1,1,1,0,2,2,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,3,0,3,3,3,1,0,1,0,3,0,4,3,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,0,0,0,3,0,1,1,1,0,0,1,6,4,2,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,7,3,4,1,2,0,1,2,3,2,0,0,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,9,2,4,1,1,0,2,0,4,0,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,3,0,3,3,3,0,1,1,0,2,0,3,4,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,0,3,1,3,1,4,1,3,2,2,0,0,4,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,1,2,0,0,2,4,1,6,0,1,0,1,0,5,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,1,3,1,2,5,4,0,1,0,0,0,2,3,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N207,5,5,0,0,3,5,0,2,1,1,0,0,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,0,2,4,2,3,0,2,0,5,1,2,2,0,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,1,2,3,4,3,0,0,1,3,0,0,0,4,2,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,2,1,0,2,0,0,1,3,2,0,1,4,1,3,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,1,3,0,1,1,2,2,4,1,1,1,2,1,4,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,9,0,2,2,0,0,0,1,4,0,1,0,2,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,2,4,1,2,2,1,2,1,4,0,1,1,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,3,2,2,3,1,3,1,2,2,0,0,1,3,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,6,3,1,3,3,1,1,1,1,2,0,0,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,5,2,1,3,2,2,1,1,3,1,2,0,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,4,2,2,4,4,2,0,2,2,1,0,0,2,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,5,1,0,4,2,1,0,0,3,2,2,0,1,0,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,3,1,3,3,2,0,1,0,4,1,2,2,3,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,1,4,2,2,1,1,1,2,2,0,2,2,4,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,2,0,1,2,2,1,2,1,0,3,1,4,0,3,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,1,0,2,3,2,2,0,1,1,0,3,3,3,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,2,2,0,2,1,0,1,2,0,0,0,4,2,2,3,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,3,0,0,5,1,3,2,2,1,0,0,1,4,4,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,0,0,3,2,1,0,1,2,3,3,5,0,0,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,1,2,2,3,1,1,0,1,5,1,1,1,1,0,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,5,0,1,7,0,0,0,0,0,0,2,2,6,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,2,0,3,3,2,2,1,0,3,0,2,2,2,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N229,2,1,2,4,1,1,2,1,2,2,2,1,3,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N230,1,1,1,1,0,2,1,6,1,1,3,1,0,5,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N231,2,2,3,3,2,0,1,2,4,0,0,1,3,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N232,3,0,1,1,1,0,0,3,1,0,0,2,2,4,0,10,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N233,0,0,1,3,3,1,1,1,1,2,1,2,1,2,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N234,2,3,0,4,4,0,0,1,0,1,0,1,4,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N235,2,1,2,4,1,2,1,1,2,0,0,1,2,3,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N236,1,0,1,4,3,0,0,1,1,1,0,1,1,5,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N237,1,4,1,2,4,2,1,1,1,0,0,2,2,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N238,0,2,0,2,3,3,2,1,1,2,4,2,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N239,0,0,0,4,2,6,0,2,0,0,0,2,3,4,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N240,3,1,3,1,1,1,0,1,2,1,2,1,2,2,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N241,1,3,1,2,3,2,2,3,1,1,1,1,2,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N242,0,2,0,2,1,0,3,2,0,2,1,2,3,4,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N243,5,2,0,4,2,2,1,1,2,0,1,1,3,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N244,1,3,2,2,1,2,1,1,2,0,0,3,6,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N245,1,0,4,2,4,1,1,2,0,5,0,1,4,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N246,0,2,3,2,0,1,3,2,0,3,0,4,7,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N247,3,1,3,2,2,2,0,4,1,3,0,1,1,3,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N248,1,0,2,1,0,1,2,4,2,2,3,0,1,4,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N249,1,0,3,0,2,3,3,0,1,3,2,4,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N250,2,2,0,3,2,1,2,1,1,2,2,2,1,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N251,0,1,0,6,2,0,1,1,1,0,0,1,2,3,2,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N252,5,4,3,0,0,3,2,1,4,0,2,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N253,1,1,4,3,2,1,1,1,3,0,1,3,3,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N254,2,1,1,1,1,5,2,2,0,0,1,3,2,4,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N255,0,1,1,1,2,1,1,4,0,3,0,1,0,3,4,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N256,5,1,4,1,1,0,2,1,2,2,2,3,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N257,3,2,2,1,2,1,4,1,2,4,2,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N258,0,1,1,3,1,1,3,0,1,1,1,2,2,2,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N259,4,1,1,2,2,1,0,2,1,2,0,2,2,1,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N260,4,1,3,2,1,3,3,0,6,2,1,0,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N261,4,3,0,3,1,2,2,1,2,0,0,2,3,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N262,5,3,2,1,2,1,1,3,2,1,1,0,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N263,6,1,0,3,2,2,0,3,1,0,0,1,1,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N264,2,2,3,2,2,2,1,0,4,0,0,2,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N265,0,1,0,5,2,2,1,3,2,0,0,1,1,6,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N266,2,1,2,2,3,3,1,2,1,0,3,2,0,4,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N267,7,1,1,2,1,1,1,1,2,0,1,1,1,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N268,3,1,2,4,1,2,2,1,1,1,1,2,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N269,4,2,2,0,1,0,4,1,2,1,2,3,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N270,2,2,2,1,2,0,2,1,2,2,5,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N271,2,1,5,1,0,1,1,1,5,0,3,3,1,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N272,4,2,1,0,1,0,3,2,2,1,3,3,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N273,4,1,2,2,1,1,1,2,3,1,0,2,2,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N274,2,3,3,0,3,3,1,2,2,0,0,2,1,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N275,1,3,2,1,1,3,4,1,4,1,1,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N276,1,1,1,5,3,1,0,3,0,2,0,0,4,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N277,3,0,0,5,2,0,1,0,1,2,1,2,2,0,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N278,0,1,0,1,0,1,4,1,1,1,0,3,1,3,1,10,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N279,1,1,2,1,0,0,3,0,3,2,6,3,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N280,4,3,2,1,2,0,0,5,2,2,0,0,1,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N281,2,2,2,1,0,3,0,4,1,0,3,1,4,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N282,2,4,1,2,4,4,1,0,2,0,3,2,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N283,3,0,6,3,0,1,1,1,5,3,1,0,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N284,0,0,4,1,1,0,2,1,2,2,3,4,3,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N285,1,1,1,3,0,0,1,2,1,0,0,2,5,2,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N286,3,1,1,3,2,1,1,2,2,0,1,2,1,2,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N287,6,3,3,3,5,1,0,0,1,3,0,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N288,2,0,3,2,1,0,0,1,2,1,3,4,3,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N289,10,0,4,1,0,0,0,2,1,1,1,2,3,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N290,3,2,4,1,1,0,1,1,3,0,0,3,3,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N291,3,5,1,0,3,1,3,2,2,3,0,2,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N292,2,1,3,2,1,0,1,3,1,2,2,1,3,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N293,0,1,1,2,3,0,2,1,1,1,5,2,0,3,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N294,0,1,1,3,2,2,1,0,1,1,3,5,2,2,4,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N295,3,2,2,2,2,0,0,4,0,0,0,2,3,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N296,0,0,1,3,0,3,0,2,1,1,3,3,3,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N297,4,1,5,0,4,1,1,0,1,2,1,3,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N298,0,0,1,3,2,5,1,1,0,3,2,2,2,0,5,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N299,4,3,2,2,5,2,0,1,1,1,1,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N300,4,3,2,0,1,3,1,2,2,0,2,2,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N301,2,2,1,1,0,2,1,4,1,1,1,2,2,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N302,0,3,1,3,5,3,1,2,1,3,1,0,1,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N303,2,1,2,4,2,0,1,0,1,0,1,4,4,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N304,0,1,1,4,2,4,2,2,0,3,1,0,4,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N305,3,2,0,3,1,4,1,1,1,0,0,2,2,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N306,6,3,2,3,0,1,0,4,1,0,0,0,5,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N307,1,1,0,2,0,0,1,2,1,1,1,3,2,2,4,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N308,6,2,4,2,0,0,1,1,4,0,1,1,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N309,5,1,2,4,3,0,0,1,2,0,0,2,2,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N310,4,0,3,3,2,0,0,1,2,1,1,2,3,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N311,4,3,1,2,2,2,1,2,2,1,0,0,2,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N312,3,1,1,1,1,1,1,3,2,2,2,1,1,2,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N313,3,1,6,1,0,1,0,1,4,1,2,2,3,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N314,0,0,1,3,1,1,1,0,2,0,5,2,1,2,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
