nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
P421,0,0,1,1,1,1,1,0,0,0,3,2,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P422,3,2,1,3,2,0,1,0,2,0,1,0,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P423,1,2,0,1,2,1,2,3,1,2,0,0,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P424,1,1,3,1,2,0,1,0,2,1,0,2,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P425,0,1,2,1,3,3,1,0,0,2,2,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P426,0,2,1,1,1,2,2,1,1,0,1,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P427,0,0,2,1,0,0,0,0,0,0,3,3,3,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P428,2,1,0,2,0,0,2,2,0,0,3,1,1,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P429,0,0,1,0,0,2,1,1,0,3,3,2,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P430,3,0,1,2,0,0,1,0,5,0,2,1,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P431,2,2,2,1,3,0,1,0,2,2,0,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P432,1,0,3,1,2,1,0,1,1,0,3,1,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P433,0,1,2,0,1,3,0,1,2,1,1,0,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P434,7,1,0,3,2,0,0,1,0,0,0,0,0,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P435,2,2,0,1,0,1,3,0,3,0,1,1,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P436,1,0,0,3,0,0,1,2,1,0,0,0,2,2,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P437,2,0,2,0,1,2,1,1,2,1,1,1,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P438,0,0,1,2,0,1,1,1,1,0,1,2,2,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P439,0,0,2,3,1,0,0,1,0,0,1,2,4,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P440,2,0,1,1,1,0,0,1,1,1,2,3,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P441,0,0,0,0,0,1,3,2,0,5,2,1,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P442,5,0,1,2,1,0,0,0,1,1,2,1,1,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P443,3,0,1,3,0,0,0,1,0,0,1,2,4,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P444,1,0,3,0,1,1,0,2,1,1,1,2,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P445,2,0,1,3,1,0,1,0,1,3,1,1,1,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P446,0,0,0,0,0,0,2,2,0,2,3,3,1,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P447,2,0,1,1,0,0,0,1,0,0,1,2,2,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P448,0,0,0,0,0,1,0,2,0,0,1,3,0,1,4,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P449,0,0,0,0,0,0,1,2,0,0,0,3,1,2,2,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P450,3,2,1,0,1,1,2,2,1,0,0,1,0,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P451,3,4,0,2,4,0,1,0,1,0,0,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P452,3,2,0,2,0,1,0,1,0,0,0,0,3,0,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P453,0,1,0,1,1,0,0,2,0,0,2,2,1,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P454,1,1,1,1,1,0,0,1,0,0,1,2,1,1,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P455,0,2,1,2,1,0,3,0,3,0,2,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P456,3,0,2,0,0,0,0,0,0,0,2,3,3,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P457,0,0,1,0,0,0,0,2,1,2,3,2,0,0,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P458,2,1,0,2,0,0,2,1,2,1,1,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P459,7,0,0,3,1,0,1,0,2,1,1,0,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P460,1,0,1,1,0,0,0,0,1,0,1,4,2,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P461,1,0,4,0,0,0,1,0,2,0,1,3,2,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P462,0,1,2,1,1,0,2,1,0,1,0,3,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P463,3,1,1,0,2,2,1,0,1,1,1,1,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P464,0,0,3,0,0,0,2,0,4,0,1,3,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P465,0,1,1,2,1,0,2,0,1,1,3,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P466,0,2,0,1,1,4,0,3,1,0,0,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P467,1,0,0,5,0,0,0,3,0,0,0,1,4,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P468,2,3,1,2,1,0,0,1,1,0,1,0,3,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P469,0,1,0,1,1,1,1,2,2,1,2,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P470,1,0,2,1,1,0,0,1,0,0,1,1,2,3,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P471,1,0,1,2,2,1,0,2,1,3,1,0,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P472,2,1,2,2,3,1,0,1,1,1,0,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,1,1,1,1,2,1,2,1,1,2,0,1,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,7,0,1,3,0,0,0,0,1,0,0,1,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,1,0,2,2,1,0,0,1,2,0,1,1,2,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,2,0,1,2,1,0,0,1,0,1,3,2,2,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,3,2,0,1,1,2,1,1,2,0,0,0,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,4,1,1,1,1,4,1,1,1,0,0,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,2,0,1,2,3,2,0,1,0,2,0,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0,0,0,4,1,5,0,1,0,0,0,1,2,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,3,0,3,2,2,1,0,0,1,1,1,1,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,0,1,0,0,0,4,2,1,0,2,2,1,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,0,1,2,0,0,1,3,0,2,1,2,2,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,2,2,1,3,0,0,2,0,3,0,0,0,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,1,1,2,1,1,3,0,2,1,0,0,1,3,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,3,2,1,1,1,0,1,0,1,1,0,2,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,1,2,2,0,0,3,1,2,1,1,0,2,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,0,0,0,1,0,1,1,4,0,2,0,1,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,1,0,1,1,2,0,0,2,0,1,0,3,1,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,4,1,2,3,1,1,0,0,2,0,0,0,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0,2,0,1,1,1,0,2,1,0,0,1,1,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0,2,0,0,3,6,2,1,0,2,0,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,2,0,2,0,1,1,0,2,0,2,2,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,1,1,2,2,3,1,1,0,2,0,0,1,0,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,3,0,1,0,0,0,0,2,2,1,2,2,0,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,2,1,1,1,0,0,3,0,3,0,0,2,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,3,2,1,1,1,0,0,1,1,1,2,1,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,0,2,0,3,0,1,1,1,0,0,1,0,5,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0,0,0,2,0,2,2,1,1,1,0,2,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,1,0,0,2,0,1,0,1,0,1,4,2,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,0,0,2,2,0,1,0,2,2,0,0,0,3,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,0,0,1,2,0,0,0,2,1,0,3,0,2,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,4,2,0,1,1,2,1,0,0,1,2,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,2,2,1,1,0,2,0,1,2,0,0,0,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,1,1,0,2,0,0,1,1,2,0,0,1,1,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,5,1,2,1,1,0,1,0,1,0,3,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,2,0,1,2,0,0,0,0,4,0,2,1,0,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,1,0,2,0,1,4,0,2,1,1,1,1,0,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,3,2,0,1,0,1,0,1,0,0,0,1,3,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0,1,1,2,0,2,1,4,0,2,0,0,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,5,0,2,1,0,1,0,0,0,0,0,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,1,1,2,2,0,1,1,1,3,0,1,0,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,3,3,1,1,2,1,0,1,2,0,1,0,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,4,1,2,1,0,0,1,1,2,1,2,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,1,2,3,1,2,1,1,0,1,0,0,2,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,2,1,2,0,1,1,0,2,0,2,0,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,0,1,1,1,3,1,1,0,1,0,3,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0,1,1,1,0,0,1,0,2,1,5,2,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0,1,1,3,2,3,0,1,1,0,0,0,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0,0,1,4,1,1,2,1,3,0,0,0,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,2,0,1,0,0,4,0,3,1,1,0,0,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,4,0,1,2,1,1,1,0,0,0,2,2,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,3,0,1,2,2,0,1,0,1,0,0,2,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,0,1,1,1,1,1,0,3,1,1,1,1,2,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,1,0,1,0,0,1,0,2,0,0,5,1,1,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,2,1,1,1,0,1,0,2,0,1,0,0,1,1,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,4,2,0,2,3,2,0,2,0,0,0,0,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0,0,0,0,0,4,1,5,0,1,1,1,0,5,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,5,1,0,3,1,0,0,1,0,0,0,0,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,1,2,0,1,3,3,0,1,1,1,2,0,0,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,2,2,1,0,0,0,2,0,1,0,1,4,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,1,2,1,2,3,1,0,2,1,0,0,0,0,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,1,0,3,1,1,0,2,0,2,1,2,1,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,2,1,1,1,0,0,1,1,4,0,5,0,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,1,2,1,0,2,0,1,1,1,2,2,1,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0,2,1,0,0,0,1,1,1,0,4,2,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,1,2,1,1,1,0,0,1,0,0,1,2,3,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,2,2,1,0,0,2,3,0,1,2,1,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,4,2,0,0,1,1,2,2,0,2,2,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,6,2,0,2,2,0,1,0,0,0,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,1,2,1,0,1,2,2,0,1,2,0,2,0,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,4,1,2,2,1,0,0,1,1,0,0,0,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,0,1,2,0,1,2,3,0,0,2,2,3,1,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,3,2,1,1,0,1,2,0,1,0,4,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,4,1,1,2,0,0,1,0,2,0,3,0,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0,0,2,0,1,0,0,1,1,1,4,3,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0,0,2,0,1,0,1,1,1,0,0,4,1,3,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,1,0,2,3,2,1,1,1,2,0,0,1,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,2,1,1,2,2,1,0,0,1,0,1,2,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,0,0,0,4,1,1,0,1,0,0,0,1,4,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,1,1,0,1,0,5,1,2,1,2,1,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0,0,1,0,0,4,1,4,0,3,0,0,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0,0,3,2,2,1,0,1,1,1,1,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,2,1,1,5,2,0,0,0,0,0,0,0,4,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,1,1,2,2,0,2,1,1,3,0,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0,0,1,1,2,3,1,1,0,4,1,2,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,1,0,1,1,0,1,2,0,2,0,2,2,0,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,0,1,1,0,0,1,2,1,3,0,0,1,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0,0,1,1,2,5,1,1,0,1,0,1,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,1,2,0,0,1,0,0,4,1,0,1,1,0,3,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,1,2,1,0,2,0,3,0,1,2,1,1,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,1,1,1,2,0,0,1,2,0,3,1,0,4,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0,1,1,1,1,0,5,0,2,4,0,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,1,0,1,0,1,3,1,3,1,0,1,1,0,4,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,0,0,4,0,2,1,0,0,2,2,2,2,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,0,1,0,0,1,1,4,1,1,1,2,2,0,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,0,2,0,2,3,1,2,1,0,2,1,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,0,1,1,1,1,1,1,1,1,0,1,2,2,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,1,0,2,2,1,0,0,0,2,0,1,2,3,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,1,0,0,3,0,1,1,1,3,1,1,0,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,1,1,1,0,1,1,3,1,2,2,2,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,3,2,0,3,0,1,1,0,2,0,0,1,3,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,1,0,1,1,1,1,2,0,2,3,2,1,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,1,0,0,2,0,1,1,1,1,1,1,1,1,2,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,4,1,4,1,1,0,0,0,3,0,0,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,1,1,1,2,1,0,2,0,0,1,0,1,2,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,4,1,1,1,0,0,1,2,1,1,0,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,2,1,2,0,1,1,2,0,1,0,2,3,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,1,0,1,1,1,8,1,1,0,1,0,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,0,0,2,1,1,0,0,0,1,0,1,3,0,1,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0,0,0,2,0,0,1,0,0,0,3,3,3,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,1,0,3,0,0,0,0,0,1,0,3,2,2,0,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,2,2,0,2,1,2,0,1,2,0,0,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,1,0,2,1,1,1,1,0,2,0,2,2,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0,4,0,1,2,1,2,1,3,1,0,0,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,2,1,1,3,3,0,0,0,0,1,1,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,1,0,3,2,1,0,0,0,4,0,1,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,1,0,2,0,1,0,1,0,0,1,1,3,0,0,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,3,2,1,1,0,1,2,1,2,1,0,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,6,0,2,3,0,0,0,0,1,0,1,1,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,1,1,1,2,1,0,0,1,1,1,0,2,2,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,1,1,2,1,1,2,2,0,0,3,2,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,3,0,0,1,1,0,0,1,0,0,0,2,1,2,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,1,1,1,2,1,1,0,1,0,1,0,1,2,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,2,0,4,2,0,0,1,0,2,0,0,2,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,1,0,1,1,1,0,2,1,0,2,1,1,0,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,5,0,1,4,0,0,0,0,0,0,0,0,5,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,2,0,1,2,1,2,0,1,1,1,1,0,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,0,0,2,3,0,0,0,0,2,0,2,2,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,2,0,1,1,2,1,0,3,0,1,1,1,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,3,0,2,1,1,0,0,0,1,0,0,3,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,0,1,1,1,0,1,0,2,0,1,0,2,3,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,1,1,1,0,1,0,0,2,0,1,1,2,2,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,0,0,0,3,1,0,1,1,0,0,0,3,2,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,0,0,1,1,0,0,0,1,2,0,1,2,0,1,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,2,1,2,2,0,1,0,0,2,0,0,2,4,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,0,1,2,2,2,2,0,0,0,1,4,2,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,1,0,1,2,1,2,0,1,1,1,0,1,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,1,0,3,1,0,1,1,0,3,0,1,2,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,0,1,1,2,1,0,2,0,0,1,2,2,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,2,0,4,0,1,1,1,0,2,3,0,2,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,3,2,0,1,0,1,1,0,1,0,0,3,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,0,0,1,0,0,0,1,1,1,1,5,3,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,0,0,2,1,0,2,0,1,1,1,1,2,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,0,0,0,0,0,2,2,4,0,3,1,0,0,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,2,1,0,1,1,2,1,3,0,1,0,0,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,0,1,0,2,0,1,2,2,1,1,2,1,1,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,3,1,1,2,0,2,1,1,1,0,0,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,2,1,1,1,2,2,0,1,0,1,0,1,1,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,2,1,1,3,3,1,0,0,1,2,1,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,1,2,2,1,0,0,1,2,3,1,2,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,3,1,0,2,0,0,0,2,1,0,0,0,3,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,0,2,0,1,1,0,0,2,1,0,3,1,0,0,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,1,0,2,3,1,1,0,1,4,0,1,0,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,1,0,1,1,2,0,2,0,0,2,1,2,0,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,6,0,1,3,0,1,0,1,0,1,0,0,4,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,1,0,0,1,0,0,1,1,1,1,1,2,0,0,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,0,0,1,2,0,0,0,1,1,1,2,0,1,0,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,3,1,0,1,0,2,2,2,1,1,1,0,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,0,0,0,1,1,1,2,1,0,3,4,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
