nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,label
P282,0.0,0.0,0.1,0.1,0.1,0.15,0.0,0.0,0.05,0.05,0.1,0.15,0.05,0.05,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0.024,0.15,0.0,0.05,0.05,0.05,0.1,0.05,0.05,0.0,0.15,0.1,0.05,0.05,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,0.046,0.15,0.0,0.1,0.1,0.1,0.15,0.0,0.05,0.0,0.0,0.05,0.1,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0.031,0.05,0.1,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.2,0.2,0.1,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0.068,0.1,0.05,0.1,0.1,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,0.025,0.05,0.0,0.15,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.1,0.1,0.15,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,0.0,0.0,0.0,0.05,0.0,0.15,0.05,0.1,0.0,0.05,0.05,0.1,0.05,0.15,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0.052,0.0,0.2,0.05,0.05,0.1,0.1,0.0,0.15,0.1,0.1,0.0,0.0,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,0.0,0.15,0.0,0.1,0.1,0.15,0.05,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0.027,0.05,0.0,0.05,0.05,0.05,0.0,0.15,0.0,0.05,0.0,0.05,0.05,0.1,0.05,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,0.055,0.0,0.15,0.1,0.05,0.0,0.05,0.05,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,0.0,0.0,0.1,0.05,0.05,0.3,0.05,0.05,0.05,0.0,0.05,0.1,0.05,0.1,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,0.0,0.05,0.15,0.0,0.2,0.15,0.1,0.05,0.0,0.2,0.05,0.0,0.0,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,0.0,0.1,0.1,0.05,0.15,0.1,0.05,0.1,0.0,0.1,0.05,0.05,0.1,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,0.025,0.05,0.05,0.05,0.0,0.1,0.0,0.15,0.05,0.1,0.1,0.0,0.05,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,0.0,0.05,0.1,0.1,0.05,0.0,0.1,0.0,0.05,0.05,0.05,0.15,0.1,0.05,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.1,0.0,0.1,0.05,0.2,0.05,0.05,0.2,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0.024,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.05,0.1,0.1,0.05,0.0,0.1,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,0.022,0.05,0.1,0.0,0.05,0.0,0.15,0.0,0.1,0.05,0.1,0.1,0.0,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0.053,0.1,0.0,0.0,0.0,0.05,0.05,0.15,0.0,0.05,0.0,0.1,0.1,0.05,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,0.078,0.05,0.05,0.05,0.15,0.05,0.05,0.0,0.0,0.05,0.2,0.1,0.0,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,0.023,0.05,0.1,0.0,0.0,0.0,0.1,0.05,0.05,0.05,0.15,0.2,0.1,0.0,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,0.029,0.15,0.0,0.05,0.05,0.0,0.0,0.15,0.05,0.0,0.05,0.1,0.15,0.05,0.15,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0.097,0.1,0.0,0.05,0.1,0.05,0.0,0.05,0.05,0.0,0.1,0.05,0.05,0.0,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.4,0.2,0.0,0.1,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,0.0,0.05,0.0,0.05,0.05,0.1,0.05,0.1,0.05,0.0,0.05,0.1,0.0,0.1,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0.073,0.05,0.1,0.05,0.05,0.0,0.0,0.1,0.1,0.05,0.1,0.05,0.1,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,0.021,0.1,0.05,0.1,0.1,0.1,0.05,0.0,0.0,0.05,0.1,0.05,0.15,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0.053,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.15,0.05,0.05,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,0.057,0.05,0.0,0.1,0.1,0.2,0.05,0.05,0.0,0.1,0.0,0.0,0.05,0.05,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,0.0,0.0,0.05,0.0,0.0,0.1,0.1,0.05,0.05,0.1,0.1,0.1,0.0,0.1,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,0.027,0.1,0.1,0.05,0.1,0.1,0.0,0.05,0.0,0.1,0.05,0.05,0.15,0.0,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,0.117,0.1,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.15,0.0,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P315,0.0,0.1,0.05,0.05,0.1,0.0,0.15,0.05,0.0,0.15,0.15,0.05,0.05,0.1,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P316,0.067,0.05,0.05,0.0,0.0,0.1,0.05,0.1,0.05,0.1,0.0,0.05,0.05,0.0,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P317,0.0,0.0,0.05,0.05,0.05,0.35,0.05,0.1,0.0,0.05,0.0,0.05,0.05,0.15,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P318,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.2,0.1,0.05,0.1,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P319,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.05,0.15,0.1,0.05,0.0,0.05,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P320,0.0,0.1,0.0,0.05,0.05,0.2,0.0,0.1,0.05,0.0,0.05,0.05,0.1,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P321,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.05,0.0,0.05,0.05,0.15,0.0,0.05,0.2,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P322,0.024,0.0,0.1,0.05,0.05,0.0,0.0,0.1,0.05,0.1,0.1,0.1,0.05,0.1,0.15,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P323,0.03,0.05,0.0,0.05,0.05,0.1,0.1,0.15,0.05,0.1,0.0,0.05,0.0,0.15,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P324,0.07,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P325,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.1,0.0,0.05,0.1,0.2,0.15,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P326,0.103,0.15,0.0,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P327,0.029,0.05,0.0,0.05,0.0,0.15,0.05,0.05,0.0,0.0,0.05,0.15,0.05,0.1,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P328,0.049,0.05,0.05,0.15,0.25,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P329,0.03,0.0,0.0,0.15,0.05,0.15,0.0,0.05,0.0,0.05,0.0,0.1,0.1,0.0,0.15,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P330,0.062,0.05,0.05,0.1,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.05,0.15,0.0,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P331,0.051,0.1,0.05,0.05,0.1,0.05,0.05,0.0,0.1,0.0,0.2,0.05,0.0,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P332,0.022,0.1,0.05,0.05,0.1,0.05,0.15,0.0,0.0,0.1,0.2,0.05,0.05,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P333,0.048,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.0,0.1,0.05,0.05,0.1,0.1,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P334,0.043,0.1,0.1,0.0,0.15,0.2,0.05,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P335,0.0,0.05,0.05,0.1,0.05,0.0,0.15,0.0,0.05,0.1,0.0,0.15,0.1,0.0,0.15,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P336,0.021,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.0,0.1,0.1,0.05,0.05,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P337,0.0,0.05,0.0,0.05,0.0,0.05,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P338,0.0,0.0,0.05,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.1,0.1,0.15,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P339,0.019,0.15,0.05,0.0,0.2,0.25,0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P340,0.0,0.0,0.05,0.05,0.1,0.25,0.1,0.05,0.0,0.1,0.05,0.05,0.0,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P341,0.055,0.05,0.05,0.05,0.05,0.15,0.05,0.1,0.0,0.05,0.0,0.1,0.05,0.1,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P342,0.0,0.0,0.0,0.25,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.15,0.15,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P343,0.0,0.05,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P344,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.1,0.1,0.2,0.0,0.0,0.3,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P345,0.076,0.0,0.1,0.1,0.0,0.1,0.15,0.0,0.15,0.1,0.0,0.0,0.05,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P346,0.053,0.1,0.05,0.1,0.1,0.05,0.1,0.0,0.05,0.05,0.0,0.05,0.15,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P347,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.05,0.1,0.1,0.2,0.1,0.05,0.15,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P348,0.0,0.05,0.0,0.2,0.0,0.0,0.1,0.05,0.05,0.05,0.05,0.0,0.25,0.05,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P349,0.07,0.05,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.05,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P350,0.048,0.0,0.15,0.0,0.0,0.05,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P351,0.028,0.05,0.0,0.15,0.05,0.05,0.05,0.0,0.05,0.05,0.15,0.1,0.15,0.0,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.35,0.25,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P353,0.027,0.05,0.0,0.0,0.05,0.05,0.05,0.15,0.0,0.2,0.15,0.0,0.0,0.0,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P354,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.35,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P355,0.0,0.0,0.05,0.1,0.1,0.05,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.25,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P356,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.05,0.15,0.05,0.35,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P357,0.02,0.05,0.05,0.0,0.1,0.05,0.15,0.05,0.0,0.15,0.2,0.05,0.0,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P358,0.023,0.1,0.05,0.0,0.0,0.1,0.05,0.15,0.0,0.05,0.05,0.1,0.1,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P359,0.085,0.0,0.0,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P360,0.022,0.05,0.05,0.0,0.05,0.15,0.1,0.05,0.0,0.1,0.05,0.1,0.0,0.05,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P361,0.0,0.1,0.1,0.0,0.15,0.2,0.0,0.05,0.0,0.05,0.1,0.05,0.1,0.0,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P362,0.022,0.1,0.05,0.1,0.05,0.0,0.05,0.1,0.05,0.0,0.05,0.0,0.15,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P363,0.0,0.15,0.0,0.0,0.1,0.15,0.1,0.15,0.0,0.15,0.05,0.0,0.05,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P364,0.022,0.05,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.05,0.05,0.05,0.1,0.05,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P365,0.092,0.1,0.0,0.1,0.05,0.0,0.15,0.05,0.05,0.0,0.0,0.1,0.05,0.15,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P366,0.0,0.05,0.05,0.1,0.0,0.0,0.15,0.05,0.05,0.1,0.0,0.15,0.15,0.1,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P367,0.0,0.15,0.0,0.1,0.15,0.0,0.05,0.15,0.0,0.05,0.0,0.05,0.15,0.15,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P368,0.065,0.05,0.15,0.05,0.1,0.05,0.0,0.05,0.0,0.0,0.05,0.15,0.15,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P369,0.0,0.05,0.05,0.2,0.1,0.0,0.0,0.05,0.0,0.1,0.05,0.05,0.15,0.0,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P370,0.045,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.05,0.05,0.15,0.1,0.15,0.0,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P371,0.024,0.0,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.05,0.1,0.4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P372,0.0,0.05,0.0,0.05,0.05,0.05,0.1,0.15,0.0,0.1,0.05,0.0,0.05,0.15,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P373,0.0,0.1,0.0,0.05,0.05,0.35,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P374,0.026,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.15,0.0,0.1,0.05,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P375,0.028,0.05,0.0,0.0,0.0,0.15,0.05,0.15,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P376,0.0,0.1,0.1,0.0,0.05,0.0,0.1,0.05,0.0,0.1,0.05,0.15,0.1,0.0,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P377,0.032,0.05,0.05,0.05,0.1,0.2,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P378,0.045,0.1,0.05,0.05,0.0,0.05,0.15,0.05,0.05,0.05,0.1,0.05,0.1,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P379,0.0,0.05,0.0,0.05,0.1,0.05,0.1,0.05,0.0,0.05,0.05,0.1,0.0,0.15,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P380,0.048,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.15,0.1,0.15,0.0,0.0,0.0,0.15,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P381,0.047,0.15,0.05,0.1,0.1,0.05,0.0,0.1,0.05,0.0,0.05,0.0,0.15,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P382,0.0,0.1,0.0,0.05,0.05,0.1,0.05,0.15,0.0,0.05,0.05,0.1,0.1,0.1,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P383,0.066,0.1,0.1,0.05,0.1,0.0,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P384,0.029,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.15,0.05,0.1,0.1,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P385,0.027,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.05,0.15,0.05,0.1,0.1,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P386,0.081,0.0,0.05,0.05,0.1,0.05,0.1,0.05,0.0,0.05,0.0,0.1,0.05,0.15,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P387,0.0,0.0,0.05,0.1,0.0,0.35,0.05,0.05,0.0,0.1,0.0,0.05,0.1,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P388,0.121,0.15,0.1,0.05,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.1,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P389,0.079,0.05,0.05,0.2,0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.2,0.05,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P390,0.122,0.1,0.05,0.05,0.15,0.1,0.05,0.0,0.0,0.05,0.0,0.05,0.1,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P391,0.0,0.15,0.05,0.05,0.2,0.15,0.15,0.0,0.05,0.15,0.0,0.0,0.0,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P392,0.0,0.0,0.15,0.0,0.05,0.05,0.0,0.1,0.0,0.05,0.05,0.15,0.1,0.05,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P393,0.028,0.05,0.0,0.05,0.0,0.0,0.05,0.15,0.0,0.15,0.05,0.05,0.1,0.05,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P394,0.022,0.0,0.1,0.0,0.0,0.15,0.05,0.1,0.0,0.15,0.1,0.05,0.05,0.0,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P395,0.027,0.1,0.05,0.05,0.1,0.0,0.0,0.15,0.0,0.0,0.1,0.05,0.1,0.1,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P396,0.059,0.1,0.0,0.05,0.05,0.0,0.1,0.05,0.05,0.0,0.05,0.1,0.05,0.1,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P397,0.0,0.1,0.05,0.0,0.05,0.15,0.0,0.15,0.0,0.1,0.05,0.05,0.1,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P398,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.1,0.0,0.05,0.05,0.2,0.05,0.2,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P399,0.027,0.05,0.05,0.05,0.1,0.05,0.0,0.1,0.0,0.0,0.05,0.15,0.1,0.1,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P400,0.0,0.15,0.0,0.0,0.05,0.0,0.15,0.05,0.1,0.0,0.0,0.15,0.0,0.05,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P401,0.0,0.25,0.05,0.0,0.2,0.15,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P402,0.051,0.15,0.0,0.1,0.1,0.1,0.05,0.1,0.0,0.05,0.0,0.0,0.15,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P403,0.023,0.15,0.05,0.0,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P404,0.055,0.1,0.0,0.05,0.05,0.05,0.05,0.1,0.0,0.0,0.0,0.1,0.05,0.1,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P405,0.0,0.05,0.0,0.05,0.1,0.15,0.05,0.05,0.0,0.05,0.15,0.05,0.0,0.1,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P406,0.028,0.05,0.0,0.1,0.0,0.2,0.1,0.05,0.0,0.1,0.05,0.05,0.15,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P407,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.05,0.0,0.3,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P408,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.2,0.05,0.05,0.2,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P409,0.02,0.05,0.05,0.05,0.15,0.05,0.1,0.05,0.0,0.15,0.1,0.05,0.05,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P410,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.1,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.55,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P411,0.0,0.05,0.0,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P412,0.071,0.1,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P413,0.047,0.2,0.05,0.0,0.1,0.1,0.1,0.1,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P414,0.0,0.05,0.05,0.05,0.05,0.0,0.1,0.15,0.0,0.15,0.15,0.0,0.1,0.05,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P415,0.026,0.0,0.05,0.05,0.05,0.3,0.1,0.05,0.0,0.1,0.0,0.05,0.05,0.1,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P416,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.05,0.55,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P417,0.0,0.0,0.15,0.0,0.05,0.0,0.2,0.0,0.05,0.15,0.2,0.1,0.05,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P418,0.024,0.05,0.05,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.0,0.15,0.1,0.1,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P419,0.109,0.05,0.05,0.1,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P420,0.0,0.05,0.1,0.05,0.05,0.15,0.1,0.05,0.05,0.15,0.05,0.05,0.1,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P421,0.071,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.1,0.05,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P422,0.026,0.0,0.1,0.1,0.15,0.2,0.05,0.05,0.05,0.1,0.0,0.0,0.0,0.15,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
