nameseq,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,label
N6,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,15,15,0.0,15.0,0.0,26.666666666666668,26.666666666666668,0.0,26.666666666666668,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,15,15,0.0,15.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N207,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,9,9,0.0,9.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N229,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N230,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N231,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N232,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N233,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N234,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N235,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N236,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N237,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N238,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N239,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N240,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N241,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N242,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N243,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N244,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N245,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N246,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N247,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N248,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N249,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N250,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N251,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N252,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N253,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N254,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N255,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N256,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N257,0,0,0,0,0,0,0,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
