nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,label
P282,0.062,0.033,0.033,0.133,0.0,0.066,0.066,0.066,0.033,0.033,0.033,0.033,0.133,0.066,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0.015,0.033,0.066,0.066,0.033,0.066,0.066,0.1,0.033,0.066,0.033,0.033,0.1,0.133,0.0,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,0.0,0.033,0.0,0.0,0.066,0.133,0.066,0.133,0.0,0.066,0.066,0.1,0.0,0.166,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0.074,0.133,0.033,0.1,0.2,0.066,0.0,0.066,0.0,0.033,0.066,0.0,0.066,0.066,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0.063,0.133,0.033,0.033,0.166,0.166,0.033,0.0,0.0,0.066,0.066,0.033,0.033,0.0,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,0.03,0.033,0.033,0.033,0.1,0.266,0.0,0.1,0.0,0.033,0.0,0.033,0.0,0.133,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,0.018,0.066,0.033,0.166,0.066,0.033,0.033,0.033,0.033,0.033,0.066,0.066,0.133,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0.052,0.033,0.033,0.033,0.033,0.2,0.1,0.033,0.033,0.066,0.1,0.033,0.033,0.033,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,0.092,0.1,0.033,0.066,0.1,0.166,0.1,0.0,0.0,0.1,0.0,0.0,0.066,0.0,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0.046,0.066,0.066,0.133,0.066,0.066,0.0,0.1,0.0,0.033,0.033,0.066,0.2,0.066,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,0.019,0.1,0.0,0.033,0.033,0.133,0.033,0.166,0.0,0.033,0.0,0.066,0.1,0.1,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,0.0,0.0,0.1,0.033,0.033,0.2,0.1,0.066,0.066,0.1,0.033,0.066,0.033,0.1,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,0.016,0.1,0.066,0.1,0.033,0.0,0.066,0.066,0.066,0.033,0.033,0.033,0.166,0.033,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,0.0,0.133,0.033,0.033,0.066,0.166,0.033,0.1,0.033,0.1,0.0,0.0,0.066,0.0,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,0.048,0.1,0.1,0.0,0.133,0.166,0.033,0.066,0.0,0.1,0.0,0.033,0.066,0.033,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,0.014,0.033,0.033,0.066,0.066,0.1,0.0,0.1,0.0,0.033,0.166,0.033,0.066,0.1,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0.069,0.1,0.066,0.033,0.1,0.1,0.1,0.033,0.033,0.133,0.066,0.0,0.066,0.0,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0.02,0.0,0.033,0.1,0.066,0.0,0.033,0.033,0.0,0.1,0.066,0.1,0.1,0.033,0.133,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,0.0,0.066,0.033,0.033,0.033,0.066,0.033,0.133,0.033,0.033,0.033,0.066,0.066,0.133,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0.017,0.1,0.0,0.033,0.033,0.1,0.066,0.1,0.0,0.1,0.066,0.066,0.066,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,0.06,0.066,0.033,0.033,0.033,0.133,0.066,0.1,0.033,0.1,0.1,0.0,0.1,0.033,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,0.022,0.033,0.0,0.033,0.033,0.166,0.1,0.1,0.033,0.133,0.033,0.066,0.0,0.066,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,0.05,0.1,0.0,0.066,0.066,0.066,0.066,0.133,0.033,0.0,0.033,0.033,0.066,0.166,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0.0,0.1,0.033,0.033,0.0,0.0,0.033,0.166,0.0,0.066,0.133,0.1,0.133,0.033,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,0.047,0.0,0.066,0.1,0.033,0.066,0.066,0.033,0.066,0.066,0.033,0.066,0.066,0.066,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,0.127,0.1,0.033,0.066,0.066,0.0,0.0,0.066,0.0,0.0,0.066,0.066,0.133,0.033,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0.048,0.0,0.033,0.066,0.033,0.066,0.033,0.1,0.033,0.1,0.1,0.033,0.033,0.066,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,0.041,0.133,0.0,0.066,0.066,0.033,0.133,0.0,0.033,0.066,0.033,0.1,0.066,0.0,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0.027,0.033,0.066,0.1,0.0,0.066,0.1,0.066,0.066,0.1,0.033,0.033,0.133,0.033,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,0.017,0.066,0.033,0.066,0.066,0.133,0.033,0.033,0.033,0.033,0.0,0.033,0.066,0.066,0.033,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,0.034,0.066,0.0,0.1,0.0,0.1,0.033,0.066,0.0,0.033,0.0,0.1,0.166,0.033,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,0.0,0.033,0.066,0.066,0.0,0.033,0.1,0.033,0.1,0.033,0.133,0.1,0.033,0.1,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,0.038,0.1,0.0,0.0,0.0,0.066,0.1,0.166,0.0,0.066,0.066,0.1,0.1,0.066,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,0.0,0.066,0.0,0.066,0.0,0.133,0.1,0.133,0.066,0.1,0.033,0.033,0.066,0.1,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,0.0,0.0,0.0,0.033,0.033,0.0,0.1,0.1,0.0,0.233,0.166,0.1,0.0,0.033,0.2,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,0.0,0.0,0.1,0.0,0.033,0.1,0.066,0.0,0.066,0.066,0.066,0.2,0.033,0.0,0.166,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,0.061,0.0,0.033,0.066,0.0,0.0,0.133,0.066,0.1,0.066,0.1,0.066,0.0,0.166,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,0.018,0.066,0.0,0.033,0.1,0.033,0.033,0.066,0.0,0.0,0.033,0.133,0.033,0.1,0.1,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.166,0.0,0.066,0.0,0.0,0.0,0.133,0.066,0.466,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,0.051,0.2,0.033,0.033,0.1,0.033,0.1,0.066,0.033,0.066,0.0,0.066,0.1,0.0,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0.017,0.066,0.033,0.0,0.066,0.2,0.066,0.166,0.0,0.1,0.0,0.066,0.033,0.1,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,0.053,0.033,0.033,0.166,0.1,0.0,0.0,0.1,0.0,0.066,0.033,0.0,0.133,0.066,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,0.045,0.066,0.066,0.066,0.066,0.1,0.033,0.066,0.033,0.0,0.033,0.1,0.1,0.1,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,0.018,0.133,0.0,0.066,0.066,0.333,0.066,0.066,0.033,0.066,0.0,0.0,0.066,0.033,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,0.017,0.1,0.033,0.066,0.1,0.0,0.066,0.066,0.066,0.133,0.066,0.0,0.033,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,0.0,0.066,0.033,0.033,0.066,0.1,0.033,0.066,0.033,0.066,0.0,0.066,0.033,0.066,0.066,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,0.0,0.066,0.0,0.033,0.066,0.266,0.033,0.133,0.0,0.066,0.066,0.033,0.033,0.066,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,0.0,0.033,0.033,0.066,0.066,0.2,0.1,0.033,0.066,0.1,0.066,0.033,0.0,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,0.028,0.066,0.033,0.1,0.066,0.1,0.1,0.0,0.066,0.1,0.033,0.066,0.033,0.033,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,0.0,0.0,0.033,0.033,0.0,0.0,0.066,0.166,0.0,0.1,0.033,0.066,0.066,0.166,0.033,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,0.014,0.066,0.0,0.0,0.0,0.133,0.066,0.1,0.066,0.033,0.1,0.066,0.033,0.066,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0.077,0.033,0.033,0.033,0.0,0.0,0.033,0.066,0.033,0.0,0.1,0.066,0.1,0.066,0.033,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0.028,0.1,0.0,0.033,0.0,0.066,0.133,0.066,0.1,0.066,0.0,0.066,0.033,0.066,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0.068,0.066,0.033,0.033,0.066,0.0,0.0,0.133,0.0,0.0,0.033,0.066,0.066,0.1,0.033,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,0.0,0.033,0.033,0.066,0.0,0.066,0.0,0.233,0.033,0.0,0.0,0.0,0.1,0.2,0.0,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,0.016,0.033,0.0,0.066,0.033,0.066,0.066,0.066,0.066,0.033,0.033,0.066,0.033,0.1,0.066,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,0.018,0.033,0.033,0.066,0.1,0.266,0.066,0.066,0.0,0.066,0.0,0.033,0.0,0.166,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0.0,0.0,0.033,0.033,0.0,0.0,0.0,0.133,0.0,0.033,0.0,0.1,0.033,0.1,0.133,0.4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,0.0,0.0,0.0,0.033,0.033,0.166,0.066,0.233,0.0,0.066,0.033,0.033,0.033,0.233,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0.017,0.1,0.0,0.133,0.066,0.033,0.033,0.066,0.033,0.0,0.0,0.066,0.1,0.066,0.066,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,0.0,0.066,0.066,0.1,0.033,0.166,0.0,0.066,0.066,0.033,0.1,0.033,0.133,0.0,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,0.0,0.066,0.033,0.0,0.0,0.033,0.033,0.133,0.033,0.066,0.1,0.066,0.066,0.033,0.1,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,0.037,0.066,0.033,0.033,0.066,0.1,0.066,0.1,0.0,0.033,0.066,0.066,0.066,0.166,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,0.057,0.1,0.033,0.0,0.066,0.066,0.1,0.1,0.033,0.1,0.0,0.066,0.033,0.066,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,0.0,0.0,0.033,0.133,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.033,0.166,0.166,0.0,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,0.015,0.133,0.033,0.033,0.1,0.066,0.033,0.1,0.1,0.033,0.033,0.0,0.033,0.066,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,0.03,0.066,0.033,0.033,0.033,0.133,0.033,0.066,0.0,0.033,0.033,0.066,0.133,0.033,0.033,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,0.014,0.0,0.033,0.033,0.0,0.1,0.066,0.1,0.033,0.033,0.033,0.066,0.066,0.1,0.033,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,0.033,0.1,0.033,0.1,0.1,0.0,0.033,0.066,0.1,0.033,0.033,0.033,0.033,0.033,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,0.021,0.066,0.066,0.066,0.066,0.066,0.066,0.1,0.033,0.1,0.0,0.033,0.1,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0.018,0.066,0.0,0.066,0.033,0.066,0.066,0.066,0.033,0.033,0.0,0.133,0.1,0.066,0.133,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,0.017,0.0,0.066,0.033,0.066,0.0,0.0,0.066,0.033,0.1,0.1,0.133,0.0,0.033,0.2,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,0.0,0.1,0.0,0.166,0.066,0.0,0.066,0.066,0.1,0.0,0.0,0.033,0.1,0.1,0.033,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0.0,0.0,0.0,0.133,0.066,0.0,0.066,0.1,0.066,0.133,0.0,0.066,0.0,0.066,0.2,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,0.055,0.1,0.033,0.066,0.066,0.1,0.033,0.1,0.066,0.1,0.033,0.0,0.033,0.0,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,0.016,0.1,0.066,0.1,0.066,0.1,0.0,0.066,0.066,0.0,0.0,0.066,0.133,0.033,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,0.027,0.133,0.033,0.033,0.133,0.233,0.0,0.066,0.1,0.033,0.0,0.0,0.0,0.033,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,0.029,0.066,0.033,0.066,0.033,0.1,0.033,0.066,0.066,0.0,0.1,0.066,0.066,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0.017,0.0,0.0,0.133,0.033,0.033,0.0,0.133,0.033,0.033,0.1,0.066,0.066,0.1,0.133,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0.061,0.033,0.033,0.033,0.066,0.033,0.0,0.133,0.033,0.0,0.066,0.066,0.033,0.133,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0.019,0.033,0.033,0.033,0.0,0.033,0.033,0.166,0.0,0.033,0.0,0.033,0.066,0.133,0.0,0.366,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,0.044,0.066,0.166,0.033,0.066,0.066,0.0,0.066,0.1,0.033,0.066,0.066,0.066,0.033,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,0.038,0.033,0.066,0.033,0.0,0.066,0.033,0.066,0.033,0.033,0.066,0.066,0.066,0.033,0.033,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,0.067,0.1,0.0,0.066,0.133,0.2,0.033,0.066,0.0,0.0,0.0,0.033,0.066,0.133,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,0.0,0.0,0.033,0.033,0.0,0.033,0.133,0.066,0.033,0.066,0.133,0.166,0.033,0.133,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,0.017,0.1,0.033,0.033,0.066,0.266,0.033,0.066,0.033,0.033,0.133,0.033,0.066,0.033,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,0.039,0.033,0.066,0.066,0.0,0.033,0.066,0.1,0.066,0.033,0.033,0.066,0.1,0.1,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0.029,0.066,0.0,0.066,0.0,0.0,0.066,0.1,0.033,0.033,0.0,0.033,0.1,0.066,0.033,0.333,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0.03,0.066,0.0,0.033,0.033,0.066,0.066,0.166,0.0,0.066,0.0,0.0,0.066,0.133,0.0,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,0.07,0.033,0.066,0.033,0.033,0.133,0.033,0.066,0.033,0.033,0.066,0.066,0.1,0.033,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,0.0,0.0,0.033,0.066,0.066,0.233,0.0,0.066,0.0,0.033,0.033,0.066,0.033,0.1,0.066,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,0.032,0.033,0.066,0.066,0.033,0.266,0.033,0.066,0.0,0.066,0.0,0.033,0.133,0.033,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,0.048,0.033,0.066,0.066,0.133,0.133,0.066,0.066,0.033,0.066,0.033,0.0,0.0,0.133,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,0.0,0.1,0.0,0.066,0.1,0.166,0.033,0.133,0.0,0.033,0.0,0.0,0.066,0.133,0.0,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,0.055,0.1,0.0,0.066,0.133,0.033,0.1,0.066,0.0,0.1,0.0,0.066,0.033,0.1,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,0.059,0.033,0.0,0.1,0.066,0.033,0.0,0.066,0.0,0.066,0.033,0.0,0.066,0.033,0.033,0.366,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0.015,0.033,0.0,0.133,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.166,0.066,0.0,0.433,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,0.0,0.0,0.033,0.1,0.033,0.133,0.066,0.033,0.0,0.1,0.066,0.133,0.1,0.0,0.166,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,0.033,0.1,0.1,0.1,0.066,0.066,0.033,0.1,0.0,0.066,0.0,0.033,0.2,0.033,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,0.0,0.1,0.066,0.066,0.133,0.1,0.0,0.133,0.033,0.033,0.033,0.0,0.1,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,0.0,0.066,0.0,0.033,0.033,0.066,0.066,0.1,0.033,0.033,0.066,0.033,0.033,0.1,0.066,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,0.0,0.0,0.066,0.033,0.1,0.066,0.033,0.033,0.0,0.066,0.133,0.166,0.0,0.066,0.133,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,0.083,0.1,0.0,0.0,0.1,0.166,0.033,0.066,0.0,0.066,0.0,0.066,0.0,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,0.0,0.033,0.0,0.1,0.066,0.066,0.066,0.033,0.066,0.033,0.1,0.066,0.033,0.1,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,0.0,0.1,0.066,0.0,0.033,0.033,0.066,0.133,0.033,0.066,0.133,0.033,0.1,0.066,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,0.102,0.1,0.0,0.066,0.1,0.033,0.0,0.1,0.0,0.0,0.033,0.066,0.1,0.1,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0.0,0.0,0.0,0.066,0.0,0.033,0.033,0.1,0.0,0.033,0.066,0.066,0.1,0.1,0.066,0.333,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0.049,0.066,0.033,0.066,0.033,0.066,0.066,0.066,0.066,0.0,0.1,0.066,0.066,0.133,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,0.0,0.0,0.0,0.033,0.033,0.033,0.0,0.066,0.0,0.0,0.166,0.166,0.0,0.1,0.166,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0.0,0.0,0.033,0.0,0.0,0.033,0.033,0.066,0.033,0.066,0.066,0.166,0.0,0.066,0.166,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,0.038,0.1,0.0,0.033,0.066,0.066,0.033,0.233,0.033,0.033,0.0,0.0,0.033,0.166,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,0.018,0.066,0.0,0.1,0.066,0.1,0.0,0.1,0.033,0.066,0.0,0.033,0.066,0.033,0.133,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0.017,0.0,0.066,0.1,0.0,0.0,0.033,0.1,0.0,0.033,0.033,0.066,0.166,0.1,0.0,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0.0,0.0,0.033,0.066,0.033,0.0,0.033,0.033,0.0,0.1,0.133,0.133,0.066,0.0,0.166,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,0.0,0.066,0.033,0.0,0.033,0.033,0.1,0.133,0.033,0.133,0.1,0.1,0.033,0.033,0.133,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0.018,0.033,0.0,0.033,0.0,0.066,0.133,0.033,0.0,0.066,0.066,0.133,0.066,0.1,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0.146,0.033,0.033,0.166,0.066,0.0,0.0,0.066,0.0,0.033,0.0,0.033,0.166,0.066,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,0.018,0.033,0.033,0.066,0.066,0.1,0.066,0.1,0.033,0.066,0.033,0.033,0.0,0.166,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,0.03,0.066,0.033,0.033,0.033,0.166,0.033,0.033,0.0,0.033,0.066,0.066,0.1,0.0,0.066,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0.043,0.1,0.033,0.066,0.066,0.1,0.1,0.033,0.066,0.066,0.033,0.033,0.066,0.033,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,0.033,0.033,0.033,0.1,0.033,0.033,0.033,0.066,0.1,0.033,0.066,0.066,0.033,0.033,0.166,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,0.061,0.066,0.066,0.066,0.033,0.033,0.1,0.033,0.1,0.1,0.066,0.0,0.033,0.0,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,0.016,0.0,0.066,0.1,0.033,0.0,0.033,0.0,0.066,0.033,0.133,0.1,0.1,0.0,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0.015,0.066,0.066,0.066,0.066,0.133,0.0,0.133,0.033,0.066,0.0,0.066,0.066,0.066,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,0.055,0.066,0.033,0.133,0.066,0.0,0.033,0.1,0.066,0.033,0.0,0.033,0.066,0.1,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,0.031,0.1,0.0,0.033,0.033,0.166,0.1,0.1,0.033,0.066,0.0,0.066,0.066,0.066,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,0.0,0.0,0.033,0.1,0.066,0.333,0.066,0.033,0.033,0.066,0.0,0.0,0.033,0.133,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,0.0,0.033,0.033,0.0,0.033,0.0,0.066,0.033,0.0,0.066,0.066,0.266,0.033,0.033,0.233,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,0.015,0.033,0.033,0.0,0.033,0.233,0.1,0.133,0.033,0.1,0.033,0.033,0.033,0.133,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,0.0,0.033,0.033,0.0,0.033,0.233,0.066,0.133,0.033,0.166,0.0,0.033,0.0,0.033,0.133,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,0.0,0.033,0.033,0.0,0.033,0.2,0.133,0.133,0.033,0.166,0.0,0.033,0.0,0.133,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,0.026,0.0,0.1,0.033,0.033,0.1,0.066,0.033,0.033,0.1,0.1,0.1,0.066,0.033,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,0.032,0.033,0.133,0.066,0.066,0.033,0.066,0.033,0.1,0.066,0.0,0.066,0.066,0.066,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,0.092,0.133,0.033,0.033,0.133,0.166,0.033,0.033,0.0,0.033,0.0,0.066,0.066,0.0,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,0.03,0.133,0.033,0.033,0.1,0.133,0.066,0.033,0.066,0.0,0.066,0.033,0.033,0.033,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,0.017,0.033,0.033,0.066,0.1,0.1,0.1,0.066,0.033,0.166,0.133,0.0,0.0,0.033,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,0.063,0.1,0.0,0.0,0.033,0.1,0.033,0.133,0.0,0.066,0.1,0.0,0.066,0.033,0.033,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,0.04,0.133,0.033,0.033,0.133,0.2,0.033,0.033,0.066,0.033,0.033,0.033,0.033,0.0,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,0.087,0.066,0.0,0.1,0.0,0.1,0.066,0.066,0.133,0.0,0.0,0.0,0.033,0.066,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,0.097,0.033,0.1,0.133,0.2,0.066,0.0,0.033,0.033,0.066,0.0,0.0,0.0,0.133,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,0.0,0.033,0.1,0.033,0.1,0.066,0.0,0.066,0.0,0.1,0.066,0.1,0.033,0.066,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
