nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
P271,0.0,0.047,0.011,0.0,0.011,0.023,0.011,0.059,0.0,0.023,0.011,0.011,0.047,0.011,0.011,0.071,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,0.0,0.051,0.02,0.0,0.02,0.03,0.02,0.03,0.02,0.01,0.0,0.02,0.03,0.01,0.01,0.03,0.691,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0.025,0.012,0.012,0.038,0.012,0.012,0.038,0.012,0.0,0.025,0.025,0.05,0.05,0.025,0.025,0.012,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0.031,0.01,0.031,0.031,0.0,0.0,0.0,0.021,0.01,0.01,0.01,0.021,0.063,0.0,0.01,0.063,0.683,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,0.023,0.059,0.0,0.035,0.035,0.035,0.011,0.011,0.011,0.0,0.023,0.023,0.035,0.011,0.023,0.011,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0.036,0.012,0.012,0.036,0.0,0.0,0.0,0.049,0.012,0.024,0.024,0.0,0.036,0.012,0.024,0.085,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0.011,0.022,0.022,0.0,0.022,0.022,0.011,0.022,0.0,0.044,0.033,0.033,0.022,0.0,0.033,0.033,0.665,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,0.012,0.025,0.012,0.0,0.012,0.075,0.025,0.05,0.012,0.037,0.012,0.012,0.012,0.012,0.037,0.025,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,0.025,0.05,0.0,0.025,0.025,0.012,0.025,0.062,0.012,0.012,0.0,0.012,0.037,0.05,0.0,0.025,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,0.021,0.01,0.021,0.032,0.021,0.021,0.032,0.01,0.032,0.021,0.0,0.01,0.01,0.032,0.021,0.021,0.675,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,0.01,0.01,0.04,0.0,0.01,0.02,0.02,0.02,0.02,0.03,0.05,0.02,0.02,0.01,0.01,0.01,0.698,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,0.033,0.011,0.011,0.044,0.0,0.022,0.022,0.022,0.011,0.011,0.011,0.011,0.044,0.022,0.011,0.044,0.664,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0.011,0.011,0.022,0.022,0.011,0.022,0.022,0.034,0.011,0.022,0.011,0.011,0.034,0.045,0.0,0.045,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,0.0,0.014,0.0,0.0,0.028,0.056,0.028,0.056,0.0,0.028,0.028,0.042,0.0,0.07,0.042,0.028,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0.049,0.049,0.012,0.037,0.074,0.024,0.0,0.024,0.0,0.012,0.024,0.0,0.024,0.024,0.0,0.012,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0.048,0.048,0.012,0.012,0.06,0.06,0.012,0.0,0.0,0.024,0.024,0.012,0.012,0.0,0.012,0.024,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,0.029,0.014,0.014,0.014,0.044,0.119,0.0,0.044,0.0,0.014,0.0,0.014,0.0,0.059,0.014,0.059,0.553,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,0.011,0.023,0.011,0.059,0.023,0.011,0.011,0.011,0.011,0.011,0.023,0.023,0.047,0.023,0.023,0.023,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0.036,0.012,0.012,0.012,0.012,0.072,0.036,0.012,0.012,0.024,0.036,0.012,0.012,0.012,0.012,0.036,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,0.073,0.044,0.014,0.029,0.044,0.073,0.044,0.0,0.0,0.044,0.0,0.0,0.029,0.0,0.0,0.044,0.559,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0.037,0.024,0.024,0.049,0.024,0.024,0.0,0.037,0.0,0.012,0.012,0.024,0.074,0.024,0.0,0.0,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,0.012,0.038,0.0,0.012,0.012,0.051,0.012,0.064,0.0,0.012,0.0,0.025,0.038,0.038,0.025,0.038,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,0.0,0.0,0.033,0.011,0.011,0.066,0.033,0.022,0.022,0.033,0.011,0.022,0.011,0.033,0.022,0.0,0.666,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,0.011,0.033,0.022,0.033,0.011,0.0,0.022,0.022,0.022,0.011,0.011,0.011,0.055,0.011,0.011,0.044,0.665,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,0.0,0.049,0.012,0.012,0.024,0.061,0.012,0.036,0.012,0.036,0.0,0.0,0.024,0.0,0.024,0.061,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,0.035,0.035,0.035,0.0,0.047,0.059,0.011,0.023,0.0,0.035,0.0,0.011,0.023,0.011,0.0,0.023,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,0.014,0.014,0.014,0.028,0.028,0.043,0.0,0.043,0.0,0.014,0.072,0.014,0.028,0.043,0.014,0.057,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0.045,0.033,0.022,0.011,0.033,0.033,0.033,0.011,0.011,0.045,0.022,0.0,0.022,0.0,0.0,0.011,0.66,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0.014,0.0,0.014,0.042,0.028,0.0,0.014,0.014,0.0,0.042,0.028,0.042,0.042,0.014,0.056,0.07,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,0.0,0.024,0.012,0.012,0.012,0.024,0.012,0.049,0.012,0.012,0.012,0.024,0.024,0.049,0.024,0.062,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0.013,0.04,0.0,0.013,0.013,0.04,0.027,0.04,0.0,0.04,0.027,0.027,0.027,0.013,0.04,0.04,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,0.044,0.022,0.011,0.011,0.011,0.044,0.022,0.033,0.011,0.033,0.033,0.0,0.033,0.011,0.0,0.011,0.663,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,0.012,0.012,0.0,0.012,0.012,0.062,0.037,0.037,0.012,0.05,0.012,0.025,0.0,0.025,0.037,0.025,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,0.039,0.039,0.0,0.026,0.026,0.026,0.026,0.052,0.013,0.0,0.013,0.013,0.026,0.065,0.0,0.026,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0.0,0.035,0.011,0.011,0.0,0.0,0.011,0.059,0.0,0.023,0.047,0.035,0.047,0.011,0.035,0.023,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,0.035,0.0,0.023,0.035,0.011,0.023,0.023,0.011,0.023,0.023,0.011,0.023,0.023,0.023,0.023,0.035,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,0.077,0.038,0.012,0.025,0.025,0.0,0.0,0.025,0.0,0.0,0.025,0.025,0.051,0.012,0.012,0.051,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0.038,0.0,0.012,0.025,0.012,0.025,0.012,0.038,0.012,0.038,0.038,0.012,0.012,0.025,0.038,0.038,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,0.023,0.047,0.0,0.023,0.023,0.011,0.047,0.0,0.011,0.023,0.011,0.035,0.023,0.0,0.023,0.047,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0.021,0.01,0.021,0.032,0.0,0.021,0.032,0.021,0.021,0.032,0.01,0.01,0.043,0.01,0.01,0.021,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,0.014,0.029,0.014,0.029,0.029,0.059,0.014,0.014,0.014,0.014,0.0,0.014,0.029,0.029,0.014,0.118,0.556,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,0.025,0.025,0.0,0.037,0.0,0.037,0.012,0.025,0.0,0.012,0.0,0.037,0.063,0.012,0.037,0.05,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,0.0,0.01,0.021,0.021,0.0,0.01,0.032,0.01,0.032,0.01,0.043,0.032,0.01,0.032,0.021,0.032,0.677,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,0.025,0.038,0.0,0.0,0.0,0.025,0.038,0.064,0.0,0.025,0.025,0.038,0.038,0.025,0.025,0.012,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,0.0,0.023,0.0,0.023,0.0,0.047,0.035,0.047,0.023,0.035,0.011,0.011,0.023,0.035,0.023,0.011,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,0.0,0.0,0.0,0.013,0.013,0.0,0.039,0.039,0.0,0.092,0.065,0.039,0.0,0.013,0.079,0.0,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,0.0,0.0,0.036,0.0,0.012,0.036,0.024,0.0,0.024,0.024,0.024,0.072,0.012,0.0,0.06,0.036,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,0.043,0.0,0.01,0.021,0.0,0.0,0.043,0.021,0.032,0.021,0.032,0.021,0.0,0.054,0.01,0.01,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,0.013,0.027,0.0,0.013,0.041,0.013,0.013,0.027,0.0,0.0,0.013,0.055,0.013,0.041,0.041,0.097,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.084,0.0,0.033,0.0,0.0,0.0,0.067,0.033,0.236,0.492,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,0.034,0.069,0.011,0.011,0.034,0.011,0.034,0.023,0.011,0.023,0.0,0.023,0.034,0.0,0.011,0.011,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0.012,0.025,0.012,0.0,0.025,0.077,0.025,0.064,0.0,0.038,0.0,0.025,0.012,0.038,0.025,0.0,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,0.037,0.012,0.012,0.062,0.037,0.0,0.0,0.037,0.0,0.024,0.012,0.0,0.049,0.024,0.012,0.049,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,0.034,0.023,0.023,0.023,0.023,0.034,0.011,0.023,0.011,0.0,0.011,0.034,0.034,0.034,0.0,0.023,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,0.013,0.052,0.0,0.026,0.026,0.13,0.026,0.026,0.013,0.026,0.0,0.0,0.026,0.013,0.013,0.0,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,0.011,0.034,0.011,0.023,0.034,0.0,0.023,0.023,0.023,0.046,0.023,0.0,0.011,0.011,0.034,0.034,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,0.0,0.026,0.013,0.013,0.026,0.04,0.013,0.026,0.013,0.026,0.0,0.026,0.013,0.026,0.026,0.107,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,0.0,0.028,0.0,0.014,0.028,0.112,0.014,0.056,0.0,0.028,0.028,0.014,0.014,0.028,0.042,0.014,0.578,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,0.0,0.011,0.011,0.023,0.023,0.07,0.035,0.011,0.023,0.035,0.023,0.011,0.0,0.023,0.023,0.023,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,0.022,0.022,0.011,0.033,0.022,0.033,0.033,0.0,0.022,0.033,0.011,0.022,0.011,0.011,0.033,0.011,0.669,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,0.0,0.0,0.014,0.014,0.0,0.0,0.028,0.072,0.0,0.043,0.014,0.028,0.028,0.072,0.014,0.1,0.567,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,0.011,0.023,0.0,0.0,0.0,0.046,0.023,0.034,0.023,0.011,0.034,0.023,0.011,0.023,0.034,0.046,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0.051,0.012,0.012,0.012,0.0,0.0,0.012,0.025,0.012,0.0,0.038,0.025,0.038,0.025,0.012,0.102,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0.022,0.033,0.0,0.011,0.0,0.022,0.044,0.022,0.033,0.022,0.0,0.022,0.011,0.022,0.033,0.033,0.667,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0.055,0.027,0.013,0.013,0.027,0.0,0.0,0.055,0.0,0.0,0.013,0.027,0.027,0.041,0.013,0.097,0.582,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,0.0,0.014,0.014,0.028,0.0,0.028,0.0,0.098,0.014,0.0,0.0,0.0,0.042,0.084,0.0,0.098,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,0.013,0.013,0.0,0.027,0.013,0.027,0.027,0.027,0.027,0.013,0.013,0.027,0.013,0.041,0.027,0.096,0.584,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,0.013,0.013,0.013,0.027,0.041,0.111,0.027,0.027,0.0,0.027,0.0,0.013,0.0,0.069,0.0,0.027,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0.0,0.0,0.014,0.014,0.0,0.0,0.0,0.057,0.0,0.014,0.0,0.042,0.014,0.042,0.057,0.171,0.57,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,0.0,0.0,0.0,0.014,0.014,0.07,0.028,0.098,0.0,0.028,0.014,0.014,0.014,0.098,0.014,0.014,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0.012,0.036,0.0,0.048,0.024,0.012,0.012,0.024,0.012,0.0,0.0,0.024,0.036,0.024,0.024,0.073,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,0.0,0.022,0.022,0.033,0.011,0.055,0.0,0.022,0.022,0.011,0.033,0.011,0.044,0.0,0.022,0.022,0.667,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,0.0,0.025,0.012,0.0,0.0,0.012,0.012,0.051,0.012,0.025,0.038,0.025,0.025,0.012,0.038,0.09,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,0.025,0.025,0.012,0.012,0.025,0.038,0.025,0.038,0.0,0.012,0.025,0.025,0.025,0.063,0.0,0.025,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,0.034,0.034,0.011,0.0,0.023,0.023,0.034,0.034,0.011,0.034,0.0,0.023,0.011,0.023,0.011,0.034,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,0.0,0.0,0.014,0.057,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.014,0.071,0.071,0.0,0.114,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,0.01,0.043,0.01,0.01,0.032,0.021,0.01,0.032,0.032,0.01,0.01,0.0,0.01,0.021,0.021,0.043,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,0.023,0.023,0.011,0.011,0.011,0.046,0.011,0.023,0.0,0.011,0.011,0.023,0.046,0.011,0.011,0.069,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,0.013,0.0,0.013,0.013,0.0,0.041,0.027,0.041,0.013,0.013,0.013,0.027,0.027,0.041,0.013,0.111,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,0.021,0.031,0.01,0.031,0.031,0.0,0.01,0.021,0.031,0.01,0.01,0.01,0.01,0.01,0.031,0.042,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,0.011,0.023,0.023,0.023,0.023,0.023,0.023,0.035,0.011,0.035,0.0,0.011,0.035,0.023,0.023,0.023,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0.012,0.025,0.0,0.025,0.012,0.025,0.025,0.025,0.012,0.012,0.0,0.05,0.037,0.025,0.05,0.037,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,0.011,0.0,0.023,0.011,0.023,0.0,0.0,0.023,0.011,0.034,0.034,0.046,0.0,0.011,0.069,0.046,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,0.0,0.036,0.0,0.06,0.024,0.0,0.024,0.024,0.036,0.0,0.0,0.012,0.036,0.036,0.012,0.06,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0.0,0.0,0.0,0.048,0.024,0.0,0.024,0.036,0.024,0.048,0.0,0.024,0.0,0.024,0.072,0.036,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,0.031,0.031,0.01,0.02,0.02,0.031,0.01,0.031,0.02,0.031,0.01,0.0,0.01,0.0,0.031,0.02,0.685,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,0.01,0.031,0.02,0.031,0.02,0.031,0.0,0.02,0.02,0.0,0.0,0.02,0.041,0.01,0.02,0.031,0.689,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,0.021,0.043,0.01,0.01,0.043,0.076,0.0,0.021,0.032,0.01,0.0,0.0,0.0,0.01,0.021,0.021,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,0.023,0.023,0.011,0.023,0.011,0.034,0.011,0.023,0.023,0.0,0.034,0.023,0.023,0.011,0.034,0.034,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0.013,0.0,0.0,0.053,0.013,0.013,0.0,0.053,0.013,0.013,0.04,0.026,0.026,0.04,0.053,0.04,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0.052,0.013,0.013,0.013,0.026,0.013,0.0,0.052,0.013,0.0,0.026,0.026,0.013,0.052,0.026,0.052,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0.014,0.014,0.014,0.014,0.0,0.014,0.014,0.074,0.0,0.014,0.0,0.014,0.029,0.059,0.0,0.164,0.55,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,0.028,0.018,0.047,0.009,0.018,0.018,0.0,0.018,0.028,0.009,0.018,0.018,0.018,0.009,0.018,0.0,0.717,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,0.026,0.013,0.026,0.013,0.0,0.026,0.013,0.026,0.013,0.013,0.026,0.026,0.026,0.013,0.013,0.118,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,0.049,0.036,0.0,0.024,0.049,0.073,0.012,0.024,0.0,0.0,0.0,0.012,0.024,0.049,0.0,0.012,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,0.0,0.0,0.012,0.012,0.0,0.012,0.05,0.025,0.012,0.025,0.05,0.063,0.012,0.05,0.038,0.012,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,0.012,0.037,0.012,0.012,0.025,0.1,0.012,0.025,0.012,0.012,0.05,0.012,0.025,0.012,0.012,0.0,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,0.034,0.011,0.023,0.023,0.0,0.011,0.023,0.034,0.023,0.011,0.011,0.023,0.034,0.034,0.011,0.034,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0.025,0.025,0.0,0.025,0.0,0.0,0.025,0.038,0.012,0.012,0.0,0.012,0.038,0.025,0.012,0.126,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0.028,0.028,0.0,0.014,0.014,0.028,0.028,0.07,0.0,0.028,0.0,0.0,0.028,0.056,0.0,0.098,0.578,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,0.05,0.012,0.025,0.012,0.012,0.05,0.012,0.025,0.012,0.012,0.025,0.025,0.037,0.012,0.012,0.037,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,0.0,0.0,0.016,0.032,0.032,0.113,0.0,0.032,0.0,0.016,0.016,0.032,0.016,0.048,0.032,0.096,0.515,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,0.026,0.013,0.026,0.026,0.013,0.106,0.013,0.026,0.0,0.026,0.0,0.013,0.053,0.013,0.013,0.026,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,0.037,0.012,0.025,0.025,0.05,0.05,0.025,0.025,0.012,0.025,0.012,0.0,0.0,0.05,0.0,0.025,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,0.0,0.043,0.0,0.028,0.043,0.071,0.014,0.057,0.0,0.014,0.0,0.0,0.028,0.057,0.0,0.071,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,0.04,0.04,0.0,0.026,0.053,0.013,0.04,0.026,0.0,0.04,0.0,0.026,0.013,0.04,0.026,0.013,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,0.044,0.014,0.0,0.044,0.029,0.014,0.0,0.029,0.0,0.029,0.014,0.0,0.029,0.014,0.014,0.163,0.552,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0.013,0.013,0.0,0.054,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.068,0.027,0.0,0.178,0.587,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,0.0,0.0,0.013,0.039,0.013,0.052,0.026,0.013,0.0,0.039,0.026,0.052,0.039,0.0,0.066,0.013,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,0.022,0.033,0.033,0.033,0.022,0.022,0.011,0.033,0.0,0.022,0.0,0.011,0.067,0.011,0.0,0.011,0.661,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,0.0,0.034,0.022,0.022,0.045,0.034,0.0,0.045,0.011,0.011,0.011,0.0,0.034,0.034,0.0,0.034,0.655,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,0.0,0.026,0.0,0.013,0.013,0.026,0.026,0.039,0.013,0.013,0.026,0.013,0.013,0.039,0.026,0.105,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,0.0,0.0,0.026,0.013,0.039,0.026,0.013,0.013,0.0,0.026,0.053,0.066,0.0,0.026,0.053,0.039,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,0.066,0.04,0.0,0.0,0.04,0.066,0.013,0.026,0.0,0.026,0.0,0.026,0.0,0.013,0.04,0.04,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,0.0,0.014,0.0,0.042,0.028,0.028,0.028,0.014,0.028,0.014,0.042,0.028,0.014,0.042,0.028,0.07,0.578,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,0.0,0.034,0.023,0.0,0.011,0.011,0.023,0.046,0.011,0.023,0.046,0.011,0.034,0.023,0.011,0.034,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,0.064,0.038,0.0,0.025,0.038,0.012,0.0,0.038,0.0,0.0,0.012,0.025,0.038,0.038,0.012,0.038,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0.0,0.0,0.0,0.028,0.0,0.014,0.014,0.042,0.0,0.014,0.028,0.028,0.042,0.042,0.028,0.142,0.573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0.038,0.025,0.012,0.025,0.012,0.025,0.025,0.025,0.025,0.0,0.038,0.025,0.025,0.05,0.012,0.012,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,0.0,0.0,0.0,0.015,0.015,0.015,0.0,0.031,0.0,0.0,0.078,0.078,0.0,0.047,0.078,0.109,0.529,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0.0,0.0,0.013,0.0,0.0,0.013,0.013,0.026,0.013,0.026,0.026,0.066,0.0,0.026,0.066,0.105,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,0.026,0.039,0.0,0.013,0.026,0.026,0.013,0.092,0.013,0.013,0.0,0.0,0.013,0.065,0.026,0.026,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,0.011,0.023,0.0,0.035,0.023,0.035,0.0,0.035,0.011,0.023,0.0,0.011,0.023,0.011,0.047,0.059,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0.012,0.0,0.025,0.038,0.0,0.0,0.012,0.038,0.0,0.012,0.012,0.025,0.064,0.038,0.0,0.102,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0.0,0.0,0.012,0.025,0.012,0.0,0.012,0.012,0.0,0.038,0.051,0.051,0.025,0.0,0.064,0.076,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,0.0,0.024,0.012,0.0,0.012,0.012,0.036,0.048,0.012,0.048,0.036,0.036,0.012,0.012,0.048,0.012,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0.013,0.013,0.0,0.013,0.0,0.026,0.053,0.013,0.0,0.026,0.026,0.053,0.026,0.04,0.026,0.066,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0.103,0.012,0.012,0.064,0.025,0.0,0.0,0.025,0.0,0.012,0.0,0.012,0.064,0.025,0.012,0.012,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,0.013,0.013,0.013,0.026,0.026,0.039,0.026,0.039,0.013,0.026,0.013,0.013,0.0,0.065,0.013,0.052,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,0.025,0.025,0.012,0.012,0.012,0.064,0.012,0.012,0.0,0.012,0.025,0.025,0.038,0.0,0.025,0.077,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0.032,0.032,0.01,0.021,0.021,0.032,0.032,0.01,0.021,0.021,0.01,0.01,0.021,0.01,0.01,0.021,0.672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,0.021,0.01,0.01,0.032,0.01,0.01,0.01,0.021,0.032,0.01,0.021,0.021,0.01,0.01,0.053,0.032,0.678,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,0.041,0.02,0.02,0.02,0.01,0.01,0.031,0.01,0.031,0.031,0.02,0.0,0.01,0.0,0.02,0.031,0.685,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,0.011,0.0,0.023,0.035,0.011,0.0,0.011,0.0,0.023,0.011,0.046,0.035,0.035,0.0,0.035,0.07,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0.011,0.022,0.022,0.022,0.022,0.044,0.0,0.044,0.011,0.022,0.0,0.022,0.022,0.022,0.033,0.011,0.667,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,0.034,0.023,0.011,0.046,0.023,0.0,0.011,0.034,0.023,0.011,0.0,0.011,0.023,0.034,0.023,0.034,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
